review_id,prof_ID,rating,predicted_aspect,clause_with_score
858,487,3.0,workload,"His exams are fair straight from the text. [0.37, 0.43, 0.46]"
858,487,3.0,fairness,"He curves grades and gives you the opportunity for extra credit work to boost your grade. [0.32, 0.47, 0.35]"
858,487,3.0,workload,"If you read the text you can do well. [0.35, 0.23, 0.4]"
18138,1103,5.0,instructional_effectiveness,"One of the best professors I have ever had the best I have had at PLU so far. [0.42, 0.26, 0.25]"
18138,1103,5.0,instructional_effectiveness,"Great learning experience always engaging class sessions with fun content and awesome guest speakers. [0.46, 0.18, 0.23]"
18138,1103,5.0,instructional_effectiveness,"Really helped me do well in class obviously he cares for his students even wrote a recommendation for me. [0.46, 0.3, 0.33]"
18138,1103,5.0,instructional_effectiveness,"Would highly recommend taking any of his courses. [0.38, 0.15, 0.36]"
17204,799,5.0,misc,"Tries to be fair but does have her favorites. [0.03, 0.09, -0.03]"
17204,799,5.0,instructional_effectiveness,"Loved the class learned a lot and is the best history teacher I have ever had. [0.48, 0.22, 0.32]"
17204,799,5.0,misc,"At least she tries to make it fun. [0.05, 0.02, 0.05]"
17204,799,5.0,workload,"Hated the tests an essay question should not be 6 10 paragraphs long. [0.28, 0.42, 0.5]"
17204,799,5.0,workload,"This is not english class. [0.3, 0.26, 0.33]"
2224,1364,2.5,workload,"Lets you use fact sheets for every quiz or exam including finals! [0.25, 0.3, 0.41]"
2224,1364,2.5,workload,"helps a lot! [0.2, 0.04, 0.21]"
3962,584,3.5,instructional_effectiveness,"Great teacher has a hard time pronouncing simple words though.. like ode for example.. [0.32, 0.13, 0.27]"
17936,234,3.0,instructional_effectiveness,"She's overall a good teacher but it's really distracting and irritating when she uses a lot of obscure words especially since I've heard her use those words incorrectly or mispronounced them. [0.38, 0.16, 0.18]"
2144,949,2.5,workload,"Hard marker and expects way too much. [0.18, 0.35, 0.38]"
2615,1220,5.0,instructional_effectiveness,"Grout is the greatest design teacher. [0.35, 0.11, 0.2]"
2615,1220,5.0,instructional_effectiveness,"he makes you look at ur design then take it and will help you to see things that you missed to make it better. [0.29, 0.13, 0.2]"
2615,1220,5.0,instructional_effectiveness,"if you have the oppertunity to take Grout DO IT he will change the way you look at things. [0.16, 0.05, 0.14]"
17156,566,3.0,workload,"this class requires lots of study and memorization. [0.48, 0.21, 0.55]"
17156,566,3.0,workload,"you will have to be able to label maps and talk about things in lengthy detail. [0.28, 0.18, 0.32]"
17156,566,3.0,workload,"2 papers were required in this course and also 2 quizes and 2 test. [0.29, 0.36, 0.52]"
17156,566,3.0,workload,"you will have 7 reading respoces that will have about 5 questions to them. [0.28, 0.23, 0.42]"
17156,566,3.0,fairness,"they are woth 25 points each. [0.1, 0.32, 0.22]"
17156,566,3.0,instructional_effectiveness,"Dr. Spock is a great teacher!! [0.42, 0.18, 0.29]"
13964,969,3.5,instructional_effectiveness,"Chase is such a nice Professor. [0.36, 0.22, 0.21]"
13964,969,3.5,instructional_effectiveness,"She loves Physics. [0.24, 0.08, 0.2]"
13964,969,3.5,workload,"There's many old Exams floating around which aids studying. [0.29, 0.34, 0.55]"
13964,969,3.5,workload,"Her exams are not difficult per se but one must prepare a lot buy keeping up with trying problems over and over. [0.27, 0.28, 0.55]"
13964,969,3.5,fairness,"Chase passed me with a D after I averaged a 45.5 percent with the Final. [0.05, 0.33, 0.21]"
13964,969,3.5,fairness,"Lab counts as a test grade too [0.16, 0.42, 0.41]"
13964,969,3.5,fairness,"and I think I got 85 percent. [-0.03, 0.25, 0.13]"
13964,969,3.5,fairness,"Roughly a 55 percent avg. [0.09, 0.25, 0.15]"
13964,969,3.5,fairness,"got me a passing grade. [0.27, 0.41, 0.37]"
13964,969,3.5,misc,"I was a senior and went to talk to her though.?? [0.09, 0.1, 0.06]"
11856,526,3.5,workload,"Try having a Physics Professor as a father. [0.2, 0.06, 0.24]"
11856,526,3.5,workload,"HighExpectations You must go to class. [0.31, 0.22, 0.4]"
11856,526,3.5,workload,"Read the text. [0.18, 0.14, 0.22]"
11856,526,3.5,workload,"YouTube for more clarity and then Ask questions and go to office hours. [0.25, 0.15, 0.3]"
11856,526,3.5,misc,"Yup that's my dad. [0.09, -0.09, -0.04]"
11856,526,3.5,misc,"Lol. [0.02, -0.02, 0.0]"
10665,348,4.0,instructional_effectiveness,"He is a really nice guy! [0.2, 0.06, 0.0]"
10665,348,4.0,instructional_effectiveness,"If you try hard in his class and stay on top of the assignments he asks of you then you will seriously do well. [0.39, 0.25, 0.39]"
10665,348,4.0,misc,"Try to get on his good side it pays off. [0.13, 0.14, 0.06]"
10665,348,4.0,instructional_effectiveness,"He is a really smart guy and is very willing to help you out if you need. [0.21, -0.0, 0.15]"
10665,348,4.0,workload,"GO TO OFFICE HOURS! [-0.02, 0.05, 0.22]"
10665,348,4.0,instructional_effectiveness,"It makes him take you seriously and you learn a lot from his genius! [0.28, 0.09, 0.12]"
2997,745,5.0,workload,"such an easy course if your at least somewhat smart [0.31, 0.28, 0.47]"
16750,794,2.0,fairness,"HORRIBLE do NOT take this class. [0.34, 0.35, 0.32]"
16750,794,2.0,workload,"unclear very boring. [0.25, 0.24, 0.31]"
16750,794,2.0,fairness,"horrible class. [0.32, 0.32, 0.3]"
18842,335,5.0,instructional_effectiveness,"Dr. Long is one of the most engaging professors at Fairmont State. [0.35, 0.13, 0.23]"
18842,335,5.0,instructional_effectiveness,"She always has a smile on her face and knows how to enjoy a laugh. [0.15, -0.09, -0.09]"
18842,335,5.0,fairness,"But on the serious side I honestly believe that she should be in the public school system to catch some people before they slip through the cracks or before they get to college. [0.12, 0.16, 0.11]"
18842,335,5.0,instructional_effectiveness,"I can't think of a better role model. [0.16, 0.1, 0.13]"
5034,109,4.5,instructional_effectiveness,"Great instructor let's you out early all the time. [0.39, 0.17, 0.3]"
5064,1017,2.0,instructional_effectiveness,"The lectures were actually pointless for this class. [0.44, 0.3, 0.37]"
5064,1017,2.0,instructional_effectiveness,"MAKE SURE YOU READ THE TEXTBOOK!!! [0.16, 0.05, 0.16]"
5064,1017,2.0,instructional_effectiveness,"I learned all the stats I know from the textbook not him. [0.35, 0.19, 0.29]"
18780,555,4.5,misc,"He is so funny! [0.15, 0.0, -0.02]"
18780,555,4.5,instructional_effectiveness,"Great sense of humor gives interesting assignments and is really easy to talk to. [0.43, 0.23, 0.35]"
18780,555,4.5,instructional_effectiveness,"Take him if you want to be a tutor in the HUB! [0.32, 0.09, 0.23]"
6006,711,5.0,workload,"Take her class! [0.2, 0.14, 0.22]"
6006,711,5.0,instructional_effectiveness,"She actually cares about her students and wants to help them as much as possible [EMOJI] [0.25, 0.22, 0.22]"
11417,1385,2.0,instructional_effectiveness,"Peter is knowledgeable. [0.34, 0.04, 0.18]"
11417,1385,2.0,misc,"My problem with him is he is straight up rude. [0.14, 0.09, 0.01]"
11417,1385,2.0,instructional_effectiveness,"UCR should be more careful about hiring ill mannered professors like Peter Chung and Long Gao. [0.22, 0.19, 0.2]"
10408,1179,5.0,instructional_effectiveness,"I really enjoy the amount of attention he puts into trying to understand where his students are coming from. [0.54, 0.23, 0.35]"
10408,1179,5.0,instructional_effectiveness,"He is obviously passionate about his subject and has great practical knowledge which brings the philosophical concepts we study down to a workable level for Undergrads. [0.47, 0.13, 0.28]"
496,957,5.0,instructional_effectiveness,"One of the best teachers ever [0.48, 0.17, 0.2]"
7247,1125,5.0,instructional_effectiveness,"This professor is one of CSM's finest. [0.47, 0.19, 0.28]"
7247,1125,5.0,instructional_effectiveness,"She works with her students so they understand the material. [0.48, 0.26, 0.32]"
7247,1125,5.0,instructional_effectiveness,"She goes out of her way to give students feedback about their work. [0.41, 0.28, 0.24]"
7247,1125,5.0,instructional_effectiveness,"She KNOWS what she is talking about when teaching class even without the text. [0.5, 0.15, 0.25]"
7247,1125,5.0,instructional_effectiveness,"I learned a lot from her. [0.32, 0.06, 0.14]"
7247,1125,5.0,misc,"I'm a better writer because of her. [0.13, 0.08, 0.06]"
11780,301,5.0,instructional_effectiveness,"Dr. Farrer is by far my FAVORITE professor at Cal. [0.31, 0.1, 0.2]"
11780,301,5.0,instructional_effectiveness,"She will help you with ANYTHING. [0.16, 0.02, 0.13]"
11780,301,5.0,instructional_effectiveness,"She really is there to help you succeed. [0.19, 0.02, 0.11]"
11780,301,5.0,workload,"Her class is a lot of work but if you do the work you'll get an A. [0.3, 0.27, 0.38]"
11780,301,5.0,instructional_effectiveness,"She is very organized and her class is fun! [0.32, 0.13, 0.26]"
11780,301,5.0,workload,"Take Dr. Farrer's class if you can!!!! [0.15, 0.1, 0.27]"
5702,1115,5.0,instructional_effectiveness,"Professor Karpinksi is AWESOME! [0.31, 0.09, 0.14]"
5702,1115,5.0,misc,"Most amazing person i have ever met. [0.13, -0.17, -0.03]"
5702,1115,5.0,workload,"There are two reflection papers one page each and three 5 papers. [0.14, 0.14, 0.26]"
5702,1115,5.0,instructional_effectiveness,"He does an amazing job at explaining the material! [0.46, 0.14, 0.28]"
5702,1115,5.0,workload,"He give you extra time to complete the papers. [0.14, 0.17, 0.32]"
5702,1115,5.0,misc,"TAKE HIM! [-0.0, -0.02, 0.01]"
5702,1115,5.0,instructional_effectiveness,"Best religion teacher EVER! [0.37, 0.08, 0.14]"
5702,1115,5.0,instructional_effectiveness,"Keep up the great work Professor! [0.35, 0.17, 0.32]"
5702,1115,5.0,misc,"Chili pepper approved! [0.03, 0.13, -0.0]"
7205,2,4.0,instructional_effectiveness,"A very good instructor he is highly recommendable for english courses. [0.55, 0.15, 0.3]"
19482,488,4.0,instructional_effectiveness,"Great guy he's very clear and knows what he's talking about. [0.36, 0.03, 0.09]"
19482,488,4.0,workload,"The tests were very straight foreward as were the assignments and his odd expressions and variety of coloured markers help keep your attention if you're starting to drift. [0.4, 0.44, 0.48]"
19482,488,4.0,workload,"Keep on top of the work otherwise it will seem harder than it is [0.18, 0.17, 0.36]"
4481,56,5.0,misc,"Dont listen to the person who said she was bad. [0.06, 0.08, -0.0]"
4481,56,5.0,instructional_effectiveness,"Dr. Wall is an excellent teacher who does everything in her power to make you understand what she is talking about. [0.49, 0.22, 0.28]"
4481,56,5.0,instructional_effectiveness,"If I could take Dr. Wall for every class I would be very happy. [0.29, 0.21, 0.27]"
4481,56,5.0,workload,"The class is awesome and its fun to boot. [0.33, 0.22, 0.33]"
4481,56,5.0,misc,"Take Dr. Wall she rocks. [0.07, 0.01, 0.01]"
16186,489,2.0,fairness,"Absolutely ridiculous class. [0.28, 0.35, 0.32]"
16186,489,2.0,workload,"100 pages of reading per week and the professor marks incredibly difficult. [0.43, 0.35, 0.63]"
16186,489,2.0,fairness,"Hes a nice guy and you learn a lot but do not expect a 75. [0.16, 0.19, 0.15]"
14495,1142,5.0,instructional_effectiveness,"Weber is a freaking amazing teacher did his Layers of Rome Trip thought it was going to be a party. [0.28, 0.08, 0.16]"
14495,1142,5.0,instructional_effectiveness,"You go over there to learn! [0.28, 0.12, 0.22]"
14495,1142,5.0,instructional_effectiveness,"I learned more in one month with him than any other professor. [0.58, 0.22, 0.4]"
14495,1142,5.0,instructional_effectiveness,"He's a tough grader expects a lot from you and is truly one hell of a teacher. [0.46, 0.38, 0.38]"
14495,1142,5.0,workload,"If you want to learn take this class if you want an easy A keep walking. [0.4, 0.23, 0.44]"
19721,152,5.0,instructional_effectiveness,"He is the best Proffessor [0.34, 0.17, 0.16]"
3264,1260,5.0,misc,"First ignore the Steve Jobs comparisons. [0.06, 0.09, 0.06]"
3264,1260,5.0,misc,"Black turtlenecks with black jeans are the only things the two have in common. [-0.02, -0.01, -0.04]"
3264,1260,5.0,instructional_effectiveness,"I have had him twice now and really enjoyed his business class. [0.35, 0.13, 0.18]"
3264,1260,5.0,misc,"He can be a bit self-absorbed and loves to namedrop. [0.14, -0.04, 0.05]"
3264,1260,5.0,instructional_effectiveness,"Nevertheless great professor who cares about his students and the university. [0.48, 0.22, 0.23]"
3264,1260,5.0,misc,"Highly recommended. [0.12, -0.01, 0.09]"
7294,776,5.0,instructional_effectiveness,"Very inspirational professor... Made the class interesting and fun... [0.54, 0.2, 0.29]"
7294,776,5.0,misc,"FIU should definitely keep him... [0.04, 0.07, 0.01]"
7294,776,5.0,instructional_effectiveness,"I never met ANYONE who truly loves and enjoys educating people. [0.19, -0.02, 0.09]"
7294,776,5.0,workload,"The class is easy but you must put in work. [0.4, 0.34, 0.58]"
7294,776,5.0,instructional_effectiveness,"The teaches are fun and you learn a lot from them.. [0.58, 0.29, 0.39]"
7294,776,5.0,instructional_effectiveness,"I will miss Prof. O and his class sooo much! [0.24, 0.15, 0.21]"
7294,776,5.0,instructional_effectiveness,"BEST PROF. [0.38, 0.16, 0.2]"
7294,776,5.0,misc,"EVER!! [-0.04, -0.05, -0.02]"
16382,432,4.0,workload,"Very easy Prof.. all you have to do is read and go to class. [0.41, 0.25, 0.44]"
16382,432,4.0,misc,"He is late ALL the time though. [0.02, 0.05, 0.07]"
16382,432,4.0,instructional_effectiveness,"He doesn't exactly teach at a college level usually lower The material is interesting and he never tries to over analyze a topic and keeps things pretty simple.. [0.61, 0.25, 0.4]"
16382,432,4.0,instructional_effectiveness,"He's cool and most of the time funny [0.15, -0.02, -0.03]"
18590,695,5.0,misc,"SHES GOOD THOSE PEOPLE [0.09, 0.03, -0.05]"
18590,695,5.0,workload,"WHO SAID HER CLASS IS HARD DONT KNOW WHAT THEY ARE TALKING ABOUT. [0.35, 0.27, 0.36]"
18590,695,5.0,workload,"ITS EASY ALL YOU HAVE TO DO IS READ. [0.21, 0.19, 0.44]"
18590,695,5.0,workload,"SHE GIVES QUIZZES EVERY WEEK ON THE READING. [0.27, 0.14, 0.35]"
18590,695,5.0,instructional_effectiveness,"A PAPER FOR A MIDTERM AND A FINAL WHICH IS COMPARING AND CONTRASTING THE CHARACTERS FROM THE BOOKS SHE ASSIGNED. [0.25, 0.23, 0.24]"
18590,695,5.0,misc,"SHES EASY. [0.08, 0.04, 0.13]"
18590,695,5.0,workload,"COLLEGE IS ABOUT DOING YOUR WORK. [0.31, 0.31, 0.44]"
16643,293,4.0,instructional_effectiveness,"Perkins is friendly and will certainly help you understand the material he actually wrote the course textbook so the course is very consistent. [0.51, 0.29, 0.34]"
16643,293,4.0,workload,"The work itself is very difficult and requires an immense amount of practicememorization to master. [0.32, 0.17, 0.48]"
16643,293,4.0,workload,"Makes you realize the level of commitment required to go into accounting though. [0.18, 0.3, 0.38]"
6526,1310,3.0,workload,"Tests are difficult. [0.25, 0.34, 0.55]"
6526,1310,3.0,workload,"study. [0.35, 0.3, 0.52]"
6526,1310,3.0,workload,"a lot. [0.11, 0.05, 0.19]"
6526,1310,3.0,fairness,"They're multiple choice format. [0.15, 0.21, 0.2]"
6526,1310,3.0,workload,"As for the class a bit boring. [0.43, 0.33, 0.46]"
6526,1310,3.0,instructional_effectiveness,"As for the teacher also a bit boring. [0.51, 0.31, 0.43]"
6526,1310,3.0,instructional_effectiveness,"not a great class but not horrible [0.42, 0.36, 0.4]"
19232,1181,3.0,workload,"The reading assignments were ridiculously long and a lot of them were very dry. [0.37, 0.35, 0.59]"
19232,1181,3.0,workload,"But after the first few classes you realized that he gives a synopsis of the assignment every day so you don't REALLY have to read them all. [0.46, 0.28, 0.54]"
19232,1181,3.0,misc,"He's very popular during office hours so get therer early and be prepared to wait. [0.07, -0.03, 0.06]"
18142,1103,5.0,instructional_effectiveness,"Great teacher with interesting discussions no lecture. [0.58, 0.19, 0.3]"
18142,1103,5.0,instructional_effectiveness,"good j term class [0.33, 0.19, 0.24]"
879,198,3.0,instructional_effectiveness,"Great Professor great knowledge of subject. [0.57, 0.16, 0.27]"
879,198,3.0,instructional_effectiveness,"Highly recommend this class. [0.39, 0.21, 0.36]"
879,198,3.0,workload,"Very little use of text lots of articles to read on line. [0.25, 0.18, 0.35]"
879,198,3.0,instructional_effectiveness,"Can be a little vague as to what he wants from students. [0.51, 0.34, 0.41]"
879,198,3.0,workload,"Midterm Final and Group Project. [0.18, 0.16, 0.27]"
19939,663,5.0,instructional_effectiveness,"I've taken both of his film classes and he really knows about the genres and films he is talking about. [0.37, 0.13, 0.21]"
19939,663,5.0,workload,"ALSO if you plan on not coming to class and have no interest in film don't take this class. [0.31, 0.3, 0.4]"
19939,663,5.0,workload,"Why would you not want to come to a class where you watch just watch films? [0.3, 0.19, 0.32]"
19939,663,5.0,workload,"The essays are not even hard because he lays out the parts that he expects.. [0.39, 0.34, 0.51]"
12952,326,5.0,workload,"I thought bio was going to be very boring but she managed to make it so much fun to the point that i was looking forward to her class and lab. [0.24, 0.13, 0.27]"
12952,326,5.0,workload,"She gives easy homework she will tell you everything that's on the tests and will have little reviews. [0.42, 0.4, 0.52]"
12952,326,5.0,instructional_effectiveness,"She's willing to stay after class to help out. [0.31, 0.19, 0.3]"
12952,326,5.0,instructional_effectiveness,"She's super sweet and her lectures are awesome! [0.37, 0.12, 0.16]"
12952,326,5.0,misc,"would take again! [0.03, 0.05, 0.08]"
2112,158,2.5,workload,"BORING! [0.13, 0.11, 0.21]"
18282,823,5.0,workload,"Pay attention in class. [0.43, 0.3, 0.45]"
18282,823,5.0,workload,"Take notes study the notes and you will do fine. [0.29, 0.3, 0.49]"
15675,678,5.0,workload,"I have taken several online classes 1 of the most fantastic classes I have taken! [0.36, 0.21, 0.39]"
15675,678,5.0,workload,"I'm CD major but we learned so much in such short time. [0.33, 0.2, 0.35]"
15675,678,5.0,instructional_effectiveness,"The lectures and videos were great. [0.51, 0.19, 0.28]"
15675,678,5.0,instructional_effectiveness,"Shout out to Prof Benavides! [0.16, 0.04, 0.11]"
15675,678,5.0,workload,"for being so organized contacting us 2 see how we are doing caring about us and motivating and pushing us. [0.18, 0.08, 0.23]"
15675,678,5.0,instructional_effectiveness,"we learned about ourselves family and life!! [0.23, 0.09, 0.1]"
1261,856,2.5,instructional_effectiveness,"It was a complete surprise to me on the first day of class. [0.26, 0.17, 0.22]"
1261,856,2.5,instructional_effectiveness,"Basically she is the human version of the textbook. [0.44, 0.17, 0.27]"
1261,856,2.5,workload,"She doesn't really know statistics and even admitted that. [0.14, 0.19, 0.2]"
1261,856,2.5,workload,"Most of the time she'll be writing stuff on the board writing down formulas and doing example problems. [0.32, 0.23, 0.36]"
1261,856,2.5,misc,"Half the time I didn't understand the purpose behind it. [0.11, 0.06, 0.13]"
659,1234,5.0,workload,"This was a boring class. [0.36, 0.3, 0.36]"
659,1234,5.0,misc,"It was tuesday and thursday at 10 and all she did was show us powerpoint presentations that she had made a long time ago. [0.13, 0.04, 0.1]"
659,1234,5.0,misc,"She told us where they needed updats but I still didn't like it. [0.06, 0.11, 0.04]"
659,1234,5.0,instructional_effectiveness,"She was very nice and very helpfull esp. [0.29, 0.08, 0.06]"
659,1234,5.0,workload,"for students needing extra time [0.36, 0.39, 0.55]"
659,1234,5.0,misc,"but she did not bring the subject matter alive for me. [0.12, 0.06, 0.1]"
659,1234,5.0,workload,"READ! [0.08, 0.06, 0.18]"
15040,378,3.0,instructional_effectiveness,"he is all over the place and disorganized but very fun to be in classs with. [0.37, 0.11, 0.21]"
15040,378,3.0,workload,"As though he took in too many caffene pills before class. [0.25, 0.19, 0.28]"
11461,1301,4.5,instructional_effectiveness,"Todd is my favorite teacher that I've had ever. [0.28, 0.14, 0.11]"
11461,1301,4.5,instructional_effectiveness,"He is such a good person and makes every class fun [0.39, 0.17, 0.17]"
11461,1301,4.5,instructional_effectiveness,"I hate missing his lectures. [0.4, 0.15, 0.26]"
11461,1301,4.5,instructional_effectiveness,"If you can take a class with him and get to know him you won't regret it. [0.21, 0.03, 0.1]"
5953,894,2.0,instructional_effectiveness,"This is the most horrible teacher I have ever had. [0.45, 0.28, 0.29]"
5953,894,2.0,workload,"She wont allow you to make up tests. [0.13, 0.16, 0.26]"
5953,894,2.0,fairness,"She makes your final counts double or triple. [0.07, 0.18, 0.11]"
5953,894,2.0,workload,"Even though I had a doctors note and a field trip for another class. [0.23, 0.29, 0.41]"
5953,894,2.0,instructional_effectiveness,"Recently she has been behind and has taught around 9 lessons in 2 class periods. [0.47, 0.23, 0.38]"
5953,894,2.0,workload,"At this point only around 3 people are passing her class. [0.22, 0.26, 0.36]"
