prof_ID,professor,school,department,state,average_rating,review_count
40,Andrew Preston,University of Victoria,History department,BC,4.861111111111111,18
41,Andrzej Czajkowski,University of Ottawa,Physics department,ON,3.5,20
42,Andy Jones,University of California Davis,English department,CA,4.125,20
43,Andy Katz,Denison University,Political Science department,OH,4.675,20
44,Andy Terry,University of Arkansas at Little Rock,Finance department,AR,2.5,9
45,Angela Mills,Brock University,English department,ON,4.75,12
46,Angela O\'Mahony,University of British Columbia,Political Science department,BC,3.7333333333333334,15
47,Angelica Vessella,Rhode Island College,Fine Arts department,RI,4.45,20
48,Anita Girton,Pennsylvania College of Technology,Computer Science department,PA,3.1052631578947367,19
49,Anita Hampton,Georgia State University Perimeter College - Decatur,Biology department,GA,2.2083333333333335,12
50,Anita Wagman-Iscove,York University- Glendon campus,Hispanic Studies department,ON,2.3333333333333335,18
51,Ann Joyce,King\'s College,Communication department,PA,3.4375,8
52,Ann Lewald,Tennessee Tech University,English department,TN,3.8157894736842106,19
53,Anne L. Dearing,Hudson Valley Community College,English department,NY,2.4,20
55,Anne Ramirez,Neumann University,English department,PA,1.46875,16
56,Anne Wall,Austin Peay State University,Education department,TN,4.5,20
58,Annie Gilson,Oakland University,English department,MI,4.7,20
59,Annis Golden,University at Albany (SUNY Albany),Communication department,NY,3.7333333333333334,15
60,Anthony James,Coastal Carolina Community College,History department,NC,4.0,20
61,Anthony Roda,SUNY Oneonta,Philosophy department,NY,2.3157894736842106,19
63,Anthony Stewart,Dalhousie University,English department,NS,3.8157894736842106,19
64,Anthony Zoccolilo,DeVry University,Psychology department,NJ,4.4,15
65,Anton Armstrong,St. Olaf College,Music department,MN,3.730769230769231,13
67,Anwarul Haque,University of Alabama,Engineering department,AL,3.4705882352941178,17
68,April Haggard,Maryville College,Languages department,TN,4.633333333333334,15
69,Arlan Schultz,University of Lethbridge,Music department,AB,4.45,10
70,Arnold Kaminsky,California State University Long Beach,Ethnic Studies department,CA,3.25,20
71,Arthur Chapman,Georgia State University Perimeter College - Decatur,History department,GA,4.2,20
72,Arthur Droge,University of California San Diego,Literature department,CA,3.6842105263157894,19
73,Arthur Kroker,University of Victoria,Political Science department,BC,3.9444444444444446,9
75,Arthur Tyson,Middle Georgia State University (all campuses),Biology department,GA,3.1,10
76,Ashraf Shirani,San Jose State University,Business department,CA,3.275,20
79,Aurora Wallace,New York University,Communication department,NY,3.4210526315789473,19
83,B Bratcher,Volunteer State Community College,English department,TN,3.4375,8
86,B Jobe Jr.,Volunteer State Community College,Communication department,TN,3.1578947368421053,19
87,B Trentham,Volunteer State Community College,Accounting department,TN,4.815789473684211,19
88,B.R. Smith,Central Michigan University,Fine Arts department,MI,2.25,18
89,Babatunde Ogunnaike,University of Delaware,Engineering department,DE,4.166666666666667,9
91,Barbara Gfellner,Brandon University,Psychology department,MB,2.1176470588235294,17
92,Barbara Kimmelman,Philadelphia University,History department,PA,2.6,20
94,Barbara Odabashian,John Jay College of Criminal Justice,English department,NY,3.361111111111111,18
96,Barbara Von Barghahn-Calvetti,George Washington University,Art History department,DC,4.35,20
98,Barry Cohen,New Jersey Institute of Technology,Computer Science department,NJ,4.105263157894737,19
99,Bennie Perdue,Miami Dade College (all),Sociology department,FL,4.375,20
100,Benny Lo,Devry University,Computer Science department,CA,1.4090909090909092,11
101,Beryl Kalisa,Georgia State University Perimeter College - Decatur,History department,GA,2.4,20
103,Beth Hilburn,San Jacinto College - Central,History department,TX,4.8,20
104,Beth Todd,University of Alabama,Engineering department,AL,4.375,16
105,Betty Given,Eastern Kentucky University,Mathematics department,KY,3.269230769230769,13
106,Betty Zacate,Joliet Junior College,Fine Arts department,IL,2.55,20
108,Bill Babula,Sonoma State University,English department,CA,4.266666666666667,15
109,Bill Hodges,El Centro College,Culinary Arts department,TX,4.136363636363637,11
110,Bill Marsh,University of Cincinnati Blue Ash College,Mathematics department,OH,3.45,10
112,Bill Peterson,Smith College,Psychology department,MA,4.823529411764706,17
113,Bill Sanders,University of Hartford,Computer Science department,CT,2.1,20
114,Bingwu Wang,Eastern Michigan University,Mathematics department,MI,4.65,20
115,Blake Sorem,Pierce College (all),Economics department,WA,4.05,20
116,Bob Baugher,Highline College,Psychology department,WA,4.7,20
117,Bob Betts,Rock Valley College,Humanities department,IL,3.75,20
118,Bob Broderick,Cambrian College,Health Science department,ON,3.611111111111111,9
119,Bob Fey,Irvine Valley College,Economics department,CA,2.7058823529411766,17
120,Bob Filson,Green River College,Science department,WA,4.725,20
121,Bob Gillies,Quinsigamond Community College,Mathematics department,MA,3.1470588235294117,17
122,Bob Nelson,University of Delaware,Business department,DE,3.1875,16
123,Bob Teti,Community College of Philadelphia,Mathematics department,PA,4.6,20
125,Bob Young,Eastern Florida State College - Palm Bay Campus,Mathematics department,FL,4.8,20
128,Bonnie Johnson,Fashion Institute of Technology,Mathematics department,NY,1.85,20
130,Brad Hann,Cambrian College,Biology department,ON,4.3125,8
132,Brady Rimes,University of Southern Mississippi,Computer Science department,MS,4.2727272727272725,11
133,Brandie Siegfried,Brigham Young University,English department,UT,3.95,20
134,Brandy Zito,University of Alabama,Business department,AL,3.9,10
135,Brenda Adams,Pasadena City College,Business department,CA,4.775,20
137,Brennda Young,Georgia State University Perimeter College - Decatur,English department,GA,3.9210526315789473,19
138,Brett Tjaden,James Madison University,Computer Science department,VA,3.7777777777777777,18
139,Brewster Fitz,Oklahoma State University,English department,OK,3.5,19
140,Brian George,Philadelphia University,Not Specified department,PA,3.576923076923077,13
142,Brian Lakey,Wayne State University,Psychology department,MI,2.6842105263157894,19
144,Brian Potter,Tulsa Community College,English department,OK,3.5,20
145,Brian Rose,Fordham University at Lincoln Center,Communication department,NY,4.2,20
146,Brian Storey,Douglas College,Physical Ed department,BC,3.5789473684210527,19
147,Britt Leatham,California State University San Bernardino,Geology department,CA,2.275,20
148,Bro. Joe Burke,La Salle University,Psychology department,PA,4.833333333333333,9
149,Bruce Arrigo,University of North Carolina at Charlotte,Criminal Justice department,NC,3.9473684210526314,19
150,Bruce Hammond,Western University,Economics department,ON,1.55,20
151,Bruce MacMurray,Anderson University,Sociology department,IN,3.9375,8
152,Bruce Martin,Oakland Community College - Royal Oak,Physical Ed department,MI,3.925,20
153,Bruce Roter,The College of Saint Rose,Music department,NY,4.0,19
154,Bruce Sun,California State University Long Beach,Business department,CA,1.4411764705882353,17
155,Bryan Eldredge,Utah Valley University,ASL & Deaf Studies department,UT,4.323529411764706,17
156,Bryan Fair,University of Alabama,Law department,AL,4.3125,8
158,Burkard Eberlein,York University (all campuses),Political Science department,ON,3.6923076923076925,13
159,Burlon Wilkerson,Angelina College,Fine Arts department,TX,2.625,20
160,C Beals,Volunteer State Community College,Biology department,TN,4.318181818181818,11
161,C Conrad,Volunteer State Community College,Mathematics department,TN,2.225,20
162,C Hampton,Volunteer State Community College,Fine Arts department,TN,2.95,20
164,C Jochim,San Jose State University,Humanities department,CA,4.2,10
165,C Malden,Volunteer State Community College,Not Specified department,TN,4.055555555555555,9
166,C Wolfe,University of North Carolina at Charlotte,Biology department,NC,2.5789473684210527,19
168,Camilo Rojas,Dutchess Community College,Communication department,NY,3.975,20
169,Candice White,University of Tennessee - Knoxville,Communication department,TN,3.725,20
172,Carl Jorgensen,University of California Davis,Sociology department,CA,2.3055555555555554,18
173,Carl Pratt,Immaculata University,Biology department,PA,4.333333333333333,9
174,Carl Shangraw,Ferris State University,Engineering department,MI,4.05,20
175,Carla Steinberg,Sonoma State University,English department,CA,4.333333333333333,18
176,Carlos Centeno,California State University Fullerton,English department,CA,4.928571428571429,14
177,Carol Bennet,Western Michigan University,English department,MI,4.4375,8
178,Carol McClure,California State University Fullerton,Biology department,CA,2.7222222222222223,18
180,Carol Topping,Volunteer State Community College,Psychology department,TN,5.0,20
181,Carol Turner,Langara College,Education department,BC,3.111111111111111,9
182,Carole Myscofski,Illinois Wesleyan University,Theology department,IL,4.0588235294117645,17
183,Carole Waterhouse,California University of Pennsylvania,English department,PA,4.5,20
184,Carolyn Perry,Citrus College,Education department,CA,2.7,20
185,Carroll Hale,Eastern Kentucky University,Fine Arts department,KY,4.75,10
186,Casim Abbas,Michigan State University,Mathematics department,MI,3.9166666666666665,18
187,Catherine Chen,Ball State University,Business department,IN,4.1,20
189,Cathy Holtmann,St. Thomas University,Theology department,NB,4.388888888888889,9
192,Charisse Coston,University of North Carolina at Charlotte,Criminal Justice department,NC,4.3,20
193,Charisse Willis,St. John\'s University,Education department,NY,4.35,20
196,Charles Cherry,Villanova University,English department,PA,4.1875,8
198,Charles Green,Hunter College,Sociology department,NY,2.4,20
200,Charles Kelley,Massachusetts College of Pharmacy & Health Science,Chemistry department,MA,3.275,20
201,Charles Lippy,University of Tennessee - Chattanooga,Theology department,TN,2.823529411764706,17
202,Charles O\'Brien,Carleton University,Film department,ON,3.725,20
204,Charlie Sweet,Eastern Kentucky University,English department,KY,3.6666666666666665,9
205,Ching-Tsuan Pan,Northern Illinois University,Mathematics department,IL,1.9,10
206,Chris Boucher,College of Charleston,History department,SC,4.225,20
207,Chris Claflin,Art Institute of California - Orange County,Graphic Arts department,CA,4.7894736842105265,19
208,Chris Dobson,Grand Valley State University,Science department,MI,4.525,20
210,Chris Gould,Durham College,Film department,ON,4.916666666666667,12
212,Chris Hoyt,Western Carolina University,Philosophy department,NC,3.525,20
213,Chris Husbands,El Centro College,Biology department,TX,4.5,10
216,Chris Taylor,Ohio State University: Newark Campus,Fine Arts department,OH,4.875,12
218,Christian Schoof,University of British Columbia,Physics department,BC,4.038461538461538,13
219,Christina Zahajko,North Seattle College,Languages department,WA,2.875,20
220,Christine Jackson,Nova Southeastern University,English department,FL,4.605263157894737,19
221,Christopher Bracken,University of Alberta,English department,AB,3.375,20
222,Chuck Fields,Eastern Kentucky University,Criminal Justice department,KY,4.1,20
223,Cindy Herbert,Metropolitan Community College-Longview,Computer Science department,MO,4.8,20
224,Cindy Williams,Georgia State University Perimeter College - Decatur,Economics department,GA,1.25,12
225,Clare Johnson,Fashion Institute of Technology,Mathematics department,NY,2.1,20
226,Clark,Long Island University,Physics department,NY,1.5,11
227,Clark Midkiff,University of Alabama,Engineering department,AL,4.275,20
228,Claude Painter,Langara College,Education department,BC,4.75,8
229,Clyde Matthews,Germanna Community College - Fredericksburg Campus,Political Science department,VA,2.8214285714285716,14
230,Colin Jerolmack,Hunter College,Sociology department,NY,4.857142857142857,14
231,Colleen Whitley,Brigham Young University,English department,UT,3.8636363636363638,11
234,Corinn Columpar,University of Toronto - St. George Campus,Film department,ON,3.8,20
235,Courtney Fairweather,York University (all campuses),Languages department,ON,4.075,20
236,Craig Estep,Winthrop University,Music department,SC,4.777777777777778,9
238,Craig Stettner,Harper College,Biology department,IL,4.775,20
239,Craig Wedderspoon,University of Alabama,Fine Arts department,AL,4.35,10
240,Cristina Iftode,Rowan University,Biology department,NJ,1.894736842105263,19
242,Cynthia Maguire,Texas Woman\'s University,Chemistry & Biochemistry department,TX,2.475,20
243,Cynthia Schauer,Kalamazoo Valley Community College,Biology department,MI,3.6,20
244,D Estes,Volunteer State Community College,Accounting department,TN,3.1875,8
245,D Larsen,Volunteer State Community College,Theater department,TN,2.3333333333333335,12
246,D Long,Volunteer State Community College,Mathematics department,TN,4.5625,8
247,D Warner,Volunteer State Community College,Communication department,TN,4.325,20
249,D.S. Cody,Nassau Community College,Chemistry department,NY,3.3461538461538463,13
250,Dale Michaels,Philadelphia University,Psychology department,PA,5.0,19
251,Dale Smith,Roger Williams University,History department,RI,1.5,15
253,Dan Levine,Bowdoin College,History department,ME,3.5416666666666665,12
254,Dan McCarthy,Brock University,Geology department,ON,2.473684210526316,19
255,Dana Baylard,Mt. San Jacinto College (all campuses),English department,CA,4.4411764705882355,17
256,Daniel Fonseca,University of Alabama,Engineering department,AL,4.038461538461538,13
257,Daniel Kern,University of Nevada Las Vegas,Mathematics department,NV,4.115384615384615,13
258,Daniel Knudsen,Indiana University Bloomington,Geography department,IN,3.375,12
259,Daniel Kurylo,Brooklyn College,Psychology department,NY,3.75,20
260,Daniel Laskarin,University of Victoria,Visual Arts department,BC,3.6875,16
261,Daniel Reardon,Missouri University of Science and Technology,English department,MO,4.05,20
262,Daniel Rodeheaver,University of North Texas,Sociology department,TX,2.225,20
263,Daniel Talham,University of Florida,Chemistry department,FL,4.075,20
264,Daniel Vona,John Jay College of Criminal Justice,Criminal Justice department,NY,2.9473684210526314,19
265,Danilo Fernando,SUNY College of Environmental Science and Forestry,Science department,NY,3.409090909090909,11
266,Danny Welsch,Frostburg State University,Geography department,MD,4.5,10
267,Daphne Huntley,Northeast Alabama Community College,English department,AL,4.5,19
268,Darcy Irvin,University of California Davis,English department,CA,4.5,13
269,Darel Swenson,North Hennepin Community College,Law department,MN,2.7777777777777777,9
270,Darlene Schoenly,Alvernia University,Education department,PA,4.633333333333334,15
271,Darren Hynes,Memorial University of Newfoundland,History department,NL,2.55,20
274,Dave Heggem,University of Alabama,Business department,AL,4.818181818181818,11
275,Dave Kowalka,Ashland University,Education department,OH,4.222222222222222,18
276,David Bowman,Georgetown College,Physics department,KY,3.107142857142857,14
277,David Brant,John Jay College of Criminal Justice,Psychology department,NY,1.6666666666666667,9
278,David Breiner,Philadelphia University,Architecture department,PA,4.888888888888889,18
279,David Briggs,Bucks County Community College,Physical Ed department,PA,4.794117647058823,17
281,David Cooper,Case Western Reserve University,Economics department,OH,3.823529411764706,17
283,David Ford,Brandon University,Chemistry department,MB,2.8,15
284,David Gallaher,Carlow University,Chemistry department,PA,3.8684210526315788,19
285,David Handschuh,New York University,Journalism department,NY,4.25,8
286,David Huddle,University of Vermont,English department,VT,4.5,11
287,David Hyde,South Puget Sound Community College,Sociology department,WA,4.45,20
289,David Martin,Montgomery County Community College (all),Computer Science department,PA,3.3,20
290,David McNevin,University of Windsor,Law department,ON,4.8125,8
291,David Paciocco,University of Ottawa,Law department,ON,4.388888888888889,9
293,David Perkins,Abilene Christian University,Accounting & Finance department,TX,4.394736842105263,19
294,David Rayson,Normandale Community College,History department,MN,4.475,20
295,David Tindall,Dalhousie University,Physics department,NS,2.590909090909091,11
296,David W. Alsop,CUNY Queens College,Biology department,NY,3.088235294117647,17
298,Dean Karras,Nassau Community College,Physical Ed department,NY,3.65,20
299,Deb Coolidge,Rhode Island School of Design,Fine Arts department,RI,2.4,20
301,Deborah Farrer,California University of Pennsylvania,Elementary Education department,PA,4.95,20
302,Deborah Miller,Anderson University,English department,IN,3.025,20
303,Deborah Pluss,William Paterson University,Communication department,NJ,4.105263157894737,19
304,Debra Clarke,Columbia College,English department,BC,4.428571428571429,14
306,Deidre Condit,Virginia Commonwealth University,Political Science department,VA,3.8,20
307,Deirdre O\' Shea,University of Central Florida,History department,FL,3.825,20
309,Denis Janz,Loyola University New Orleans,Religion department,LA,4.3,20
310,Denise Kelly,Central Connecticut State University,Mathematics department,CT,2.411764705882353,17
311,Dennis Crockett,Whitman College,Fine Arts department,WA,4.6875,8
312,Dennis Dipert,Volunteer State Community College,Health Science department,TN,3.4375,8
313,Dennis Johnston,The College of Saint Rose,Music department,NY,4.0,15
314,Dennis McAuliffe,Georgetown University,Italian department,DC,1.7333333333333334,15
315,Dennis Razze,DeSales University,Theater department,PA,2.7142857142857144,14
316,Dennis Richardson,Quinnipiac University,Biology department,CT,3.8461538461538463,13
317,Derek Eberts,Brandon University,Geography department,MB,2.5,20
318,Derek Paulsen,Eastern Kentucky University,Criminal Justice department,KY,3.2083333333333335,12
319,Derick Holcomb,Eastern Kentucky University,Health Science department,KY,4.3,20
320,Desmond Hamlet,Denison University,English department,OH,2.3684210526315788,19
321,Desmond Harding,Central Michigan University,English department,MI,3.55,20
322,Detlef Gromoll,Stony Brook University (SUNY),Mathematics department,NY,2.5555555555555554,18
324,Diane Reid,Indiana University Southeast,Communication department,IN,4.55,20
326,Dilek Sanver-Wang,College of the Canyons,Biology department,CA,4.95,20
327,Dinora Cardoso,Pepperdine University,Languages department,CA,3.1785714285714284,14
328,Dion Wiseman,Brandon University,Geography department,MB,3.65,20
329,Dmitri Kitsikis,University of Ottawa,History department,ON,2.2333333333333334,15
331,Don Hood,Saint Louis University,Chemistry department,MO,3.138888888888889,18
332,Dona Fletcher,Sinclair Community College,Sociology department,OH,1.9,20
334,Donna Chambers,Millersville University,Languages department,PA,4.833333333333333,15
335,Donna Long,Fairmont State University,English department,WV,4.2894736842105265,19
337,Donna Woolard,Campbell University,Health Science department,NC,4.475,20
338,Dorathea Halpert,Brooklyn College,Psychology department,NY,1.95,20
340,Doug MacIntyre,Brandon University,Science department,MB,3.409090909090909,11
341,Doug Zentz,Ferris State University,Engineering department,MI,3.0789473684210527,19
342,Douglas Johansen,University of North Florida,Marketing department,FL,3.225,20
343,Doyoung Lee,California State University,Asian American Studies department,Northridge,1.9,20
344,Dr. Shingle,Immaculata University,Biology department,PA,3.9545454545454546,11
346,Draga Vidakovic,Georgia State University,Mathematics department,GA,2.3125,8
347,Duane Castanier,Eastern Michigan University,Education department,MI,4.4,20
348,Duane Griffin,Bucknell University,Geography department,PA,2.55,20
350,Duo Zhang,Missouri University of Science and Technology,Economics department,MO,3.75,18
351,Dwayne Rurka,Northern Alberta Institute of Technology,Computer Science department,AB,3.3461538461538463,13
353,E Lester,Volunteer State Community College,Mathematics department,TN,2.875,20
355,Ed Bosworth,Columbus State University,Computer Science department,GA,2.1842105263157894,19
356,Ed Giardina,Art Institute of California - Orange County,Graphic Arts department,CA,4.5,18
357,Ed Inch,Pacific Lutheran University,Communication department,WA,3.111111111111111,9
358,Ed Pavlic,Union College,English department,NY,3.7222222222222223,9
359,Edith Hays,Texas Woman\'s University,Mathematics department,TX,3.25,20
360,Effie Cochran,John Jay College of Criminal Justice,English department,NY,3.8333333333333335,18
361,Eleanor Branch,Guilford College,English department,NC,3.4285714285714284,14
362,Eli Amdur,Fairleigh Dickinson University - Metropolitan,Business department,NJ,4.7894736842105265,19
363,Elinor Brown,University of Kentucky,Education department,KY,2.9375,8
364,Elizabeth Allen,Philadelphia University,Writing department,PA,2.6470588235294117,17
365,Elizabeth Bloch-Smith,Saint Joseph\'s University,Theology department,PA,3.1470588235294117,17
367,Elizabeth Salter,University of Texas at Dallas,Anthropology department,TX,3.25,20
368,Elizabeth Spievak,Bridgewater State University,Psychology department,MA,3.275,20
369,Elizabeth Van Den Berg,McDaniel College,Theater department,MD,3.8055555555555554,18
370,Elle Feth,Columbus State Community College,Natural Sciences department,OH,2.1666666666666665,18
371,Ellen Knapp,Philadelphia University,Mathematics department,PA,2.6944444444444446,18
372,Ellie Ragland,University of Missouri - Columbia,English department,MO,2.5,9
373,Ellis Jones,Sacramento City College,Sociology department,CA,4.433333333333334,15
374,Emily Blanck,Rowan University,History department,NJ,3.675,20
378,Eric Ericksen,Grand Valley State University,Business department,MI,2.8055555555555554,18
379,Eric Rawdon,Duquesne University,Mathematics department,PA,4.233333333333333,15
380,Eric Ruckh,Southern Illinois University - Edwardsville,History department,IL,3.4,20
381,Eric Winters,Denison University,Health Science department,OH,3.4375,8
382,Erica Abeel,John Jay College of Criminal Justice,Languages department,NY,3.1666666666666665,15
384,Erin Finn,La Salle University,Communication department,PA,3.75,12
385,Ernie Rice,Arkansas State University,Journalism department,AR,3.8333333333333335,9
386,Eugene A. Berg,California State University,Chemistry department,Northridge,4.075,20
387,Eugene Cuevas,University of Alabama at Birmingham,English department,AL,3.5,20
388,Eugenia Malitsky,University of Wisconsin - Madison,Mathematics department,WI,2.75,20
390,Evalee Lasater,Missouri University of Science and Technology,Education department,MO,2.25,12
391,Everett Fox,Clark University,History department,MA,4.2,20
392,Ewa Wasilewska,University of Utah,Anthropology department,UT,2.575,20
393,Ewing Chinn,Trinity University,Philosophy department,TX,2.25,10
396,F.S.J. Ledgister,Clark Atlanta University,Political Science department,GA,4.5,14
398,Faye Smyle,Napa Valley College,Education department,CA,4.409090909090909,11
401,Filiz Dogru,Grand Valley State University,Mathematics department,MI,2.975,20
402,Francis Catalano,Pasadena City College,Humanities department,CA,3.975,20
405,Francisco Balderrama,California State University Los Angeles,Chicano Studies department,CA,4.35,20
406,Frank Foster,Seneca College of Applied Arts and Technology-ALL,Business department,ON,4.975,20
407,Frank Giarratani,University of Pittsburgh,Economics department,PA,3.975,20
408,Frank Harvey,Dalhousie University,Political Science department,NS,3.225,20
409,Frank Mitchell,Camden County College,Psychology department,NJ,3.95,20
411,Frank Tsui,University of North Carolina at Chapel Hill,Physics department,NC,3.0,14
412,Fred Ream,Central New Mexico Community College,Mathematics department,NM,3.625,20
413,Fred Simmond,Ocean County College,English department,NJ,3.5,12
414,Fred Smoler,Sarah Lawrence College,Literature department,NY,4.090909090909091,11
415,Fred Stewart,Texas A&M University at Commerce,Journalism department,TX,4.35,20
417,Freda Decerbo,Parkland College,Psychology department,IL,3.8846153846153846,13
418,Frederick Amrine,University of Michigan,German department,MI,3.675,20
419,Frederick Frank,Volunteer State Community College,Biology department,TN,4.2,20
420,Frederick Kaufman,Ithaca College,Philosophy department,NY,3.3,20
421,Frederick Phelps,Central Michigan University,Physics department,MI,1.525,20
424,G Cutler,Volunteer State Community College,Accounting department,TN,4.5,9
425,G. Creighton Frampton,Philadelphia University,Business department,PA,3.473684210526316,19
426,Gabrielle Michaelis,Cumberland County College,Mathematics department,NJ,4.526315789473684,19
428,Gale Bruce,Georgia State University Perimeter College - Decatur,English department,GA,4.6,20
430,Gamble,West Chester University of Pennsylvania,Literature department,PA,4.7368421052631575,19
431,Garrison Sposito,University of California Berkeley,Engineering department,CA,3.8333333333333335,18
432,Gary Bruce,University of Waterloo,History department,ON,4.775,20
433,Gary Clark,Indiana University of Pennsylvania,Health Science department,PA,4.294117647058823,17
434,Gary Toller,McDaniel College,Physics department,MD,3.5526315789473686,19
435,Gay Sweely,Eastern Kentucky University,Art History department,KY,4.921052631578948,19
436,Gene Pouncy,El Centro College,English department,TX,2.825,20
441,Gerald Ludwig,West Los Angeles College,Business department,CA,4.4,20
442,Gerald McCausland,University of Pittsburgh,Russian department,PA,3.473684210526316,19
444,Gerald Visgilio,Connecticut College,Economics department,CT,3.272727272727273,11
445,Geri Olson,Sonoma State University,Psychology department,CA,3.2,20
446,Gerry McKeon,Western University,Mathematics department,ON,2.1363636363636362,11
448,Glanville,San Francisco State University,Philosophy department,CA,2.763157894736842,19
449,Glenda Williams,University of Alabama,Communication department,AL,4.5625,16
450,Glenn Carter,Sonoma State University,Computer Science department,CA,3.75,20
451,Glenna Vanderhoof,Missouri State University,Computer Information Systems department,MO,4.95,20
453,Greg Detweiler,Morehead State University,Music department,KY,4.0588235294117645,17
454,Greg Heberling,Anderson University,Business department,IN,3.727272727272727,11
455,Greg Osland,Butler University,Marketing department,IN,3.625,12
457,Gregory Neil Kawchuk,University of Calgary,Kinesiology department,AB,4.8076923076923075,13
458,Greta Vollmer,Sonoma State University,English department,CA,3.642857142857143,14
460,Griswold,Kishwaukee College,History department,IL,1.8181818181818181,11
461,Guy King,California State University Chico,Geography department,CA,4.275,20
462,H Espravnik,Volunteer State Community College,Communication department,TN,3.7777777777777777,9
464,H Lawson,Volunteer State Community College,Mathematics department,TN,2.923076923076923,13
465,H Mann,Volunteer State Community College,Biology department,TN,4.775,20
466,HENGAMEH Hosseini,King\'s College,Languages department,PA,3.825,20
467,Hal Blythe,Eastern Kentucky University,English department,KY,4.868421052631579,19
470,Harihar Khanal,Embry-Riddle Aeronautical University,Mathematics department,FL,3.4,20
471,Harry Meshaw,University of North Florida,Business department,FL,3.45,10
473,Hassan Qudrat-Ullah,York University (all campuses),Management department,ON,2.526315789473684,19
474,Heather Adams-Blair,Eastern Kentucky University,Physical Ed department,KY,4.730769230769231,13
475,Heather Albanesi,University of Colorado Colorado Springs,Sociology department,CO,4.53125,16
476,Heibatollah Sami,Temple University,Accounting department,PA,2.0,16
477,Henry Schreiber,University of Texas at Tyler,Psychology department,TX,2.6578947368421053,19
479,Hilary Seagle,Southwestern Community College,Mathematics department,NC,3.3076923076923075,13
482,Howard Shorr,Portland Community College,History department,OR,2.9375,8
483,Hugh Afshari,National University,History department,CA,4.05,20
484,Husam Quereshi,Foothill College,Mathematics department,CA,3.95,20
486,Ian Gellatly,University of Alberta,Business department,AB,2.973684210526316,19
487,Ian Kinder,Oakland Community College - Royal Oak,Physical Education department,MI,4.1,20
488,Ian McMahan,Brooklyn College,Psychology department,NY,3.3,20
489,Ian Short,Saint Mary\'s University,Science department,NS,3.25,8
490,Ian Spears,University of Guelph,Political Science department,ON,4.4,20
491,Ian Wojcik-Andrews,Eastern Michigan University,Childrens Literature department,MI,3.75,20
493,Ida Slusher,Eastern Kentucky University,Nursing department,KY,2.6,20
495,Imafidon Olaye,William Paterson University,Communication department,NJ,3.35,20
498,Irv Englander,Bentley University,Computer Science department,MA,2.975,20
499,Israel Abramov,Brooklyn College,Psychology department,NY,2.425,20
500,Itzhak Kerstein,Brooklyn College,Languages department,NY,4.208333333333333,12
502,Iwan Alexander,Case Western Reserve University,Mechanical Engineering department,OH,3.1875,16
503,J Allen,Volunteer State Community College,Health Science department,TN,4.535714285714286,14
512,J Neilan,Volunteer State Community College,Chemistry department,TN,3.225,20
513,J Rogers,Radford University,Biology department,VA,4.525,20
516,Jack Caravanos,Hunter College,Public Health department,NY,4.805555555555555,18
518,James Allard,Brock University,English department,ON,3.775,20
519,James Arvo,University of California Irvine,Engineering department,CA,4.5,20
