prof_ID,professor,school,department,state,average_rating,review_count,att_rating,delta
52,Ann Lewald,Tennessee Tech University,English department,TN,3.8157894736842106,19,3.774217162598977,-0.041572311085233515
53,Anne L. Dearing,Hudson Valley Community College,English department,NY,2.4,20,2.6942109765700666,0.2942109765700667
55,Anne Ramirez,Neumann University,English department,PA,1.46875,16,1.7906839204775429,0.3219339204775429
56,Anne Wall,Austin Peay State University,Education department,TN,4.5,20,4.478414859432749,-0.021585140567251138
58,Annie Gilson,Oakland University,English department,MI,4.7,20,4.702753174772086,0.00275317477208592
59,Annis Golden,University at Albany (SUNY Albany),Communication department,NY,3.733333333333333,15,3.893674431277763,0.1603410979444302
60,Anthony James,Coastal Carolina Community College,History department,NC,4.0,20,3.9839215627954543,-0.016078437204545715
61,Anthony Roda,SUNY Oneonta,Philosophy department,NY,2.3157894736842106,19,2.502461887140389,0.18667241345617835
63,Anthony Stewart,Dalhousie University,English department,NS,3.8157894736842106,19,3.80909851279269,-0.006690960891520437
64,Anthony Zoccolilo,DeVry University,Psychology department,NJ,4.4,15,4.383486475039761,-0.0165135249602395
65,Anton Armstrong,St. Olaf College,Music department,MN,3.730769230769231,13,3.5117286380370745,-0.21904059273215637
67,Anwarul Haque,University of Alabama,Engineering department,AL,3.4705882352941178,17,3.496375769028613,0.02578753373449505
68,April Haggard,Maryville College,Languages department,TN,4.633333333333334,15,4.514691052889812,-0.1186422804435221
69,Arlan Schultz,University of Lethbridge,Music department,AB,4.45,10,4.529702729686814,0.07970272968681424
70,Arnold Kaminsky,California State University Long Beach,Ethnic Studies department,CA,3.25,20,3.2753038588300982,0.025303858830098225
71,Arthur Chapman,Georgia State University Perimeter College - Decatur,History department,GA,4.2,20,4.137647158567735,-0.06235284143226494
72,Arthur Droge,University of California San Diego,Literature department,CA,3.684210526315789,19,3.725821810451289,0.04161128413550008
73,Arthur Kroker,University of Victoria,Political Science department,BC,3.9444444444444446,9,3.910931683367118,-0.03351276107732648
75,Arthur Tyson,Middle Georgia State University (all campuses),Biology department,GA,3.1,10,3.2777198379487134,0.17771983794871327
76,Ashraf Shirani,San Jose State University,Business department,CA,3.275,20,3.2524234722290863,-0.022576527770913568
79,Aurora Wallace,New York University,Communication department,NY,3.421052631578948,19,3.423106754368527,0.0020541227895791714
83,B Bratcher,Volunteer State Community College,English department,TN,3.4375,8,3.459634336776535,0.02213433677653498
86,B Jobe Jr.,Volunteer State Community College,Communication department,TN,3.1578947368421053,19,3.1413963462336842,-0.016498390608421065
87,B Trentham,Volunteer State Community College,Accounting department,TN,4.815789473684211,19,4.6910073070053615,-0.12478216667884912
88,B.R. Smith,Central Michigan University,Fine Arts department,MI,2.25,18,2.2373439799994994,-0.01265602000050059
89,Babatunde Ogunnaike,University of Delaware,Engineering department,DE,4.166666666666667,9,4.140268475900644,-0.0263981907660229
91,Barbara Gfellner,Brandon University,Psychology department,MB,2.117647058823529,17,2.298120375518517,0.18047331669498812
92,Barbara Kimmelman,Philadelphia University,History department,PA,2.6,20,2.6244597231183975,0.024459723118397392
94,Barbara Odabashian,John Jay College of Criminal Justice,English department,NY,3.361111111111111,18,3.350209991662803,-0.010901119448308183
96,Barbara Von Barghahn-Calvetti,George Washington University,Art History department,DC,4.35,20,4.276135620426735,-0.07386437957326475
98,Barry Cohen,New Jersey Institute of Technology,Computer Science department,NJ,4.105263157894737,19,4.1099366293558885,0.0046734714611513795
99,Bennie Perdue,Miami Dade College (all),Sociology department,FL,4.375,20,4.2815151456154386,-0.09348485438456144
100,Benny Lo,Devry University,Computer Science department,CA,1.4090909090909092,11,1.9393026612372197,0.5302117521463106
101,Beryl Kalisa,Georgia State University Perimeter College - Decatur,History department,GA,2.4,20,2.4355577361709715,0.03555773617097158
103,Beth Hilburn,San Jacinto College - Central,History department,TX,4.8,20,4.660118963085873,-0.1398810369141268
104,Beth Todd,University of Alabama,Engineering department,AL,4.375,16,4.537371948949897,0.1623719489498967
105,Betty Given,Eastern Kentucky University,Mathematics department,KY,3.269230769230769,13,3.281442707470425,0.01221193823965594
106,Betty Zacate,Joliet Junior College,Fine Arts department,IL,2.55,20,2.5994622357082777,0.0494622357082779
108,Bill Babula,Sonoma State University,English department,CA,4.266666666666667,15,4.261146378104429,-0.005520288562237852
109,Bill Hodges,El Centro College,Culinary Arts department,TX,4.136363636363637,11,4.130476441015713,-0.005887195347924035
110,Bill Marsh,University of Cincinnati Blue Ash College,Mathematics department,OH,3.45,10,3.316548711029749,-0.13345128897025127
112,Bill Peterson,Smith College,Psychology department,MA,4.823529411764706,17,4.764366452035698,-0.05916295972900798
113,Bill Sanders,University of Hartford,Computer Science department,CT,2.1,20,2.1967600654438493,0.09676006544384919
114,Bingwu Wang,Eastern Michigan University,Mathematics department,MI,4.65,20,4.583726967135663,-0.06627303286433772
115,Blake Sorem,Pierce College (all),Economics department,WA,4.05,20,4.046303245091352,-0.003696754908648181
116,Bob Baugher,Highline College,Psychology department,WA,4.7,20,4.700824243356551,0.0008242433565506246
117,Bob Betts,Rock Valley College,Humanities department,IL,3.75,20,3.7622043353575565,0.012204335357556495
118,Bob Broderick,Cambrian College,Health Science department,ON,3.611111111111111,9,3.925645141395348,0.314534030284237
119,Bob Fey,Irvine Valley College,Economics department,CA,2.7058823529411766,17,2.6926722668134353,-0.013210086127741327
120,Bob Filson,Green River College,Science department,WA,4.725,20,4.707638906508964,-0.01736109349103554
121,Bob Gillies,Quinsigamond Community College,Mathematics department,MA,3.147058823529412,17,3.4535892386064737,0.3065304150770616
122,Bob Nelson,University of Delaware,Business department,DE,3.1875,16,3.200510956113294,0.013010956113293837
123,Bob Teti,Community College of Philadelphia,Mathematics department,PA,4.6,20,4.58787689505474,-0.012123104945259477
125,Bob Young,Eastern Florida State College - Palm Bay Campus,Mathematics department,FL,4.8,20,4.785031827411131,-0.014968172588869066
128,Bonnie Johnson,Fashion Institute of Technology,Mathematics department,NY,1.85,20,1.8901220093421833,0.04012200934218324
130,Brad Hann,Cambrian College,Biology department,ON,4.3125,8,4.604744971225597,0.292244971225597
132,Brady Rimes,University of Southern Mississippi,Computer Science department,MS,4.2727272727272725,11,4.260013105253641,-0.0127141674736313
133,Brandie Siegfried,Brigham Young University,English department,UT,3.95,20,3.960635542557315,0.010635542557314803
134,Brandy Zito,University of Alabama,Business department,AL,3.9,10,3.8582512942066574,-0.041748705793342555
135,Brenda Adams,Pasadena City College,Business department,CA,4.775,20,4.758510071499334,-0.01648992850066655
137,Brennda Young,Georgia State University Perimeter College - Decatur,English department,GA,3.9210526315789473,19,3.914162464430318,-0.006890167148629445
138,Brett Tjaden,James Madison University,Computer Science department,VA,3.7777777777777777,18,3.806560313517698,0.02878253573992051
139,Brewster Fitz,Oklahoma State University,English department,OK,3.5,19,3.585295302875392,0.08529530287539222
140,Brian George,Philadelphia University,Not Specified department,PA,3.576923076923077,13,3.641612913536887,0.06468983661380978
142,Brian Lakey,Wayne State University,Psychology department,MI,2.6842105263157894,19,2.663290344554123,-0.020920181761666434
144,Brian Potter,Tulsa Community College,English department,OK,3.5,20,3.4822396291849316,-0.017760370815068427
145,Brian Rose,Fordham University at Lincoln Center,Communication department,NY,4.2,20,4.232440154661399,0.0324401546613986
146,Brian Storey,Douglas College,Physical Ed department,BC,3.5789473684210527,19,3.790619914794712,0.2116725463736593
147,Britt Leatham,California State University San Bernardino,Geology department,CA,2.275,20,2.3032736906462423,0.02827369064624241
148,Bro. Joe Burke,La Salle University,Psychology department,PA,4.833333333333333,9,4.792541468930207,-0.04079186440312643
149,Bruce Arrigo,University of North Carolina at Charlotte,Criminal Justice department,NC,3.947368421052632,19,4.058317243615972,0.11094882256333971
150,Bruce Hammond,Western University,Economics department,ON,1.55,20,1.6811609939406664,0.13116099394066638
151,Bruce MacMurray,Anderson University,Sociology department,IN,3.9375,8,3.9375,0.0
152,Bruce Martin,Oakland Community College - Royal Oak,Physical Ed department,MI,3.925,20,3.9158606326182133,-0.009139367381786556
153,Bruce Roter,The College of Saint Rose,Music department,NY,4.0,19,3.944378607414232,-0.055621392585767815
154,Bruce Sun,California State University Long Beach,Business department,CA,1.4411764705882353,17,1.5623900410988654,0.12121357051063009
155,Bryan Eldredge,Utah Valley University,ASL & Deaf Studies department,UT,4.323529411764706,17,4.319927804790387,-0.0036016069743185497
156,Bryan Fair,University of Alabama,Law department,AL,4.3125,8,4.141729185356182,-0.17077081464381827
158,Burkard Eberlein,York University (all campuses),Political Science department,ON,3.692307692307693,13,4.025798242350335,0.3334905500426424
159,Burlon Wilkerson,Angelina College,Fine Arts department,TX,2.625,20,2.6410685639514417,0.01606856395144174
160,C Beals,Volunteer State Community College,Biology department,TN,4.318181818181818,11,4.292728072894046,-0.025453745287772556
161,C Conrad,Volunteer State Community College,Mathematics department,TN,2.225,20,2.3225614538407333,0.09756145384073323
162,C Hampton,Volunteer State Community College,Fine Arts department,TN,2.95,20,3.0975207946909378,0.1475207946909376
164,C Jochim,San Jose State University,Humanities department,CA,4.2,10,4.198121580039079,-0.001878419960920752
165,C Malden,Volunteer State Community College,Not Specified department,TN,4.055555555555555,9,4.07443878827431,0.01888323271875425
166,C Wolfe,University of North Carolina at Charlotte,Biology department,NC,2.5789473684210527,19,2.5821433173665187,0.003195948945466043
168,Camilo Rojas,Dutchess Community College,Communication department,NY,3.975,20,4.093408063381105,0.11840806338110488
169,Candice White,University of Tennessee - Knoxville,Communication department,TN,3.725,20,3.702448220086084,-0.022551779913916103
172,Carl Jorgensen,University of California Davis,Sociology department,CA,2.305555555555556,18,2.319532045122101,0.01397648956654507
173,Carl Pratt,Immaculata University,Biology department,PA,4.333333333333333,9,4.223597880998461,-0.10973545233487236
174,Carl Shangraw,Ferris State University,Engineering department,MI,4.05,20,4.108882185644376,0.05888218564437597
175,Carla Steinberg,Sonoma State University,English department,CA,4.333333333333333,18,4.3434388591310045,0.010105525797671433
176,Carlos Centeno,California State University Fullerton,English department,CA,4.928571428571429,14,4.827856845298392,-0.10071458327303695
177,Carol Bennet,Western Michigan University,English department,MI,4.4375,8,4.4539884859111885,0.016488485911188455
178,Carol McClure,California State University Fullerton,Biology department,CA,2.7222222222222223,18,2.781066519146451,0.05884429692422888
180,Carol Topping,Volunteer State Community College,Psychology department,TN,5.0,20,4.981140281261128,-0.018859718738871933
181,Carol Turner,Langara College,Education department,BC,3.111111111111111,9,3.089212807308729,-0.021898303802382113
182,Carole Myscofski,Illinois Wesleyan University,Theology department,IL,4.0588235294117645,17,4.095740387319916,0.03691685790815136
183,Carole Waterhouse,California University of Pennsylvania,English department,PA,4.5,20,4.425750814817859,-0.07424918518214074
184,Carolyn Perry,Citrus College,Education department,CA,2.7,20,2.742090745699328,0.042090745699328025
185,Carroll Hale,Eastern Kentucky University,Fine Arts department,KY,4.75,10,4.733072588144201,-0.016927411855799157
186,Casim Abbas,Michigan State University,Mathematics department,MI,3.9166666666666665,18,3.828232775296572,-0.08843389137009439
187,Catherine Chen,Ball State University,Business department,IN,4.1,20,4.110341055832523,0.010341055832522983
189,Cathy Holtmann,St. Thomas University,Theology department,NB,4.388888888888889,9,4.250363165071594,-0.13852572381729544
192,Charisse Coston,University of North Carolina at Charlotte,Criminal Justice department,NC,4.3,20,4.272257628339551,-0.027742371660449017
193,Charisse Willis,St. John\'s University,Education department,NY,4.35,20,4.1535190763150505,-0.19648092368494918
196,Charles Cherry,Villanova University,English department,PA,4.1875,8,4.243899043899793,0.056399043899793
198,Charles Green,Hunter College,Sociology department,NY,2.4,20,2.4253640708459274,0.02536407084592751
200,Charles Kelley,Massachusetts College of Pharmacy & Health Science,Chemistry department,MA,3.275,20,3.403830912669323,0.128830912669323
201,Charles Lippy,University of Tennessee - Chattanooga,Theology department,TN,2.823529411764706,17,2.917365389114283,0.09383597734957672
202,Charles O\'Brien,Carleton University,Film department,ON,3.725,20,3.836716018755868,0.1117160187558679
204,Charlie Sweet,Eastern Kentucky University,English department,KY,3.6666666666666665,9,3.740324421829852,0.07365775516318562
205,Ching-Tsuan Pan,Northern Illinois University,Mathematics department,IL,1.9,10,1.960298915490854,0.0602989154908542
206,Chris Boucher,College of Charleston,History department,SC,4.225,20,4.103045486286468,-0.12195451371353183
207,Chris Claflin,Art Institute of California - Orange County,Graphic Arts department,CA,4.789473684210527,19,4.462838119861699,-0.32663556434882857
208,Chris Dobson,Grand Valley State University,Science department,MI,4.525,20,4.530504602470281,0.00550460247028095
210,Chris Gould,Durham College,Film department,ON,4.916666666666667,12,4.73669862559257,-0.1799680410740967
212,Chris Hoyt,Western Carolina University,Philosophy department,NC,3.525,20,3.526215199732017,0.0012151997320168917
213,Chris Husbands,El Centro College,Biology department,TX,4.5,10,4.526706696981601,0.02670669698160122
216,Chris Taylor,Ohio State University: Newark Campus,Fine Arts department,OH,4.875,12,4.703412083883914,-0.17158791611608581
218,Christian Schoof,University of British Columbia,Physics department,BC,4.038461538461538,13,4.067872571340457,0.029411032878918775
219,Christina Zahajko,North Seattle College,Languages department,WA,2.875,20,2.867954459765808,-0.007045540234191794
220,Christine Jackson,Nova Southeastern University,English department,FL,4.605263157894737,19,4.525572695745183,-0.07969046214955444
221,Christopher Bracken,University of Alberta,English department,AB,3.375,20,3.4079940376107736,0.032994037610773574
222,Chuck Fields,Eastern Kentucky University,Criminal Justice department,KY,4.1,20,4.0238110931351105,-0.0761889068648891
223,Cindy Herbert,Metropolitan Community College-Longview,Computer Science department,MO,4.8,20,4.788664713488404,-0.011335286511595655
224,Cindy Williams,Georgia State University Perimeter College - Decatur,Economics department,GA,1.25,12,1.51669920590936,0.26669920590936
225,Clare Johnson,Fashion Institute of Technology,Mathematics department,NY,2.1,20,2.0416748493697363,-0.05832515063026378
226,Clark,Long Island University,Physics department,NY,1.5,11,1.6864821604749176,0.1864821604749176
227,Clark Midkiff,University of Alabama,Engineering department,AL,4.275,20,4.252898625061939,-0.02210137493806119
228,Claude Painter,Langara College,Education department,BC,4.75,8,4.74536894413454,-0.004631055865459643
229,Clyde Matthews,Germanna Community College - Fredericksburg Campus,Political Science department,VA,2.821428571428572,14,2.82999354963965,0.008564978211078156
230,Colin Jerolmack,Hunter College,Sociology department,NY,4.857142857142857,14,4.662116446837243,-0.19502641030561385
231,Colleen Whitley,Brigham Young University,English department,UT,3.863636363636364,11,4.076574375823489,0.2129380121871245
234,Corinn Columpar,University of Toronto - St. George Campus,Film department,ON,3.8,20,3.7359998145559388,-0.06400018544406105
235,Courtney Fairweather,York University (all campuses),Languages department,ON,4.075,20,3.8499902856069816,-0.22500971439301853
236,Craig Estep,Winthrop University,Music department,SC,4.777777777777778,9,4.632338394838644,-0.1454393829391334
238,Craig Stettner,Harper College,Biology department,IL,4.775,20,4.757904763853974,-0.017095236146026593
239,Craig Wedderspoon,University of Alabama,Fine Arts department,AL,4.35,10,4.326723269725363,-0.023276730274636392
240,Cristina Iftode,Rowan University,Biology department,NJ,1.894736842105263,19,2.0785036840933167,0.1837668419880536
242,Cynthia Maguire,Texas Woman\'s University,Chemistry & Biochemistry department,TX,2.475,20,2.513738471352796,0.038738471352795845
243,Cynthia Schauer,Kalamazoo Valley Community College,Biology department,MI,3.6,20,3.592030696988825,-0.007969303011174933
244,D Estes,Volunteer State Community College,Accounting department,TN,3.1875,8,3.308401096204207,0.12090109620420719
245,D Larsen,Volunteer State Community College,Theater department,TN,2.333333333333333,12,2.3714425962681163,0.03810926293478323
246,D Long,Volunteer State Community College,Mathematics department,TN,4.5625,8,4.512153636910385,-0.0503463630896146
247,D Warner,Volunteer State Community College,Communication department,TN,4.325,20,4.116450236994305,-0.2085497630056956
249,D.S. Cody,Nassau Community College,Chemistry department,NY,3.3461538461538463,13,3.4967502598616664,0.15059641370782018
250,Dale Michaels,Philadelphia University,Psychology department,PA,5.0,19,4.90149554984864,-0.09850445015135989
251,Dale Smith,Roger Williams University,History department,RI,1.5,15,1.9885976809430455,0.48859768094304545
253,Dan Levine,Bowdoin College,History department,ME,3.5416666666666665,12,3.5223063312058716,-0.019360335460794964
254,Dan McCarthy,Brock University,Geology department,ON,2.473684210526316,19,2.609775409152747,0.13609119862643126
255,Dana Baylard,Mt. San Jacinto College (all campuses),English department,CA,4.441176470588236,17,4.463818226752542,0.022641756164305527
256,Daniel Fonseca,University of Alabama,Engineering department,AL,4.038461538461538,13,4.037700073824433,-0.000761464637105469
257,Daniel Kern,University of Nevada Las Vegas,Mathematics department,NV,4.115384615384615,13,4.1349991176143215,0.01961450222970651
258,Daniel Knudsen,Indiana University Bloomington,Geography department,IN,3.375,12,3.550102878160999,0.1751028781609989
259,Daniel Kurylo,Brooklyn College,Psychology department,NY,3.75,20,3.77523764717442,0.025237647174420008
260,Daniel Laskarin,University of Victoria,Visual Arts department,BC,3.6875,16,3.9519855809562086,0.26448558095620855
261,Daniel Reardon,Missouri University of Science and Technology,English department,MO,4.05,20,3.9946716332217833,-0.05532836677821651
262,Daniel Rodeheaver,University of North Texas,Sociology department,TX,2.225,20,2.224602396354107,-0.0003976036458932519
263,Daniel Talham,University of Florida,Chemistry department,FL,4.075,20,4.070124564280549,-0.004875435719450927
264,Daniel Vona,John Jay College of Criminal Justice,Criminal Justice department,NY,2.9473684210526314,19,2.958891109308905,0.011522688256273561
265,Danilo Fernando,SUNY College of Environmental Science and Forestry,Science department,NY,3.409090909090909,11,3.4461742047111588,0.03708329562024959
266,Danny Welsch,Frostburg State University,Geography department,MD,4.5,10,4.4939957343442085,-0.006004265655791485
267,Daphne Huntley,Northeast Alabama Community College,English department,AL,4.5,19,4.290567192812559,-0.20943280718744095
268,Darcy Irvin,University of California Davis,English department,CA,4.5,13,4.470817866599839,-0.029182133400160737
269,Darel Swenson,North Hennepin Community College,Law department,MN,2.7777777777777777,9,2.8382197292739684,0.06044195149619069
270,Darlene Schoenly,Alvernia University,Education department,PA,4.633333333333334,15,4.526244161002453,-0.10708917233088044
271,Darren Hynes,Memorial University of Newfoundland,History department,NL,2.55,20,2.580139963792799,0.03013996379279904
274,Dave Heggem,University of Alabama,Business department,AL,4.818181818181818,11,4.3362172417546825,-0.48196457642713586
275,Dave Kowalka,Ashland University,Education department,OH,4.222222222222222,18,4.132807247189192,-0.08941497503302998
276,David Bowman,Georgetown College,Physics department,KY,3.107142857142857,14,3.1502386867897636,0.04309582964690639
277,David Brant,John Jay College of Criminal Justice,Psychology department,NY,1.6666666666666667,9,1.9871457556198218,0.320479088953155
278,David Breiner,Philadelphia University,Architecture department,PA,4.888888888888889,18,4.873782484884588,-0.01510640400430141
279,David Briggs,Bucks County Community College,Physical Ed department,PA,4.794117647058823,17,4.777734444569663,-0.01638320248916081
281,David Cooper,Case Western Reserve University,Economics department,OH,3.823529411764706,17,4.071735404861091,0.2482059930963847
283,David Ford,Brandon University,Chemistry department,MB,2.8,15,3.0211588066181565,0.22115880661815668
284,David Gallaher,Carlow University,Chemistry department,PA,3.8684210526315783,19,3.7625783104679122,-0.10584274216366607
285,David Handschuh,New York University,Journalism department,NY,4.25,8,4.235231094833612,-0.01476890516638818
286,David Huddle,University of Vermont,English department,VT,4.5,11,4.505807831388534,0.005807831388533913
287,David Hyde,South Puget Sound Community College,Sociology department,WA,4.45,20,4.497651021051739,0.04765102105173913
289,David Martin,Montgomery County Community College (all),Computer Science department,PA,3.3,20,3.356487148315309,0.0564871483153091
290,David McNevin,University of Windsor,Law department,ON,4.8125,8,4.627959219542769,-0.18454078045723143
291,David Paciocco,University of Ottawa,Law department,ON,4.388888888888889,9,4.3233125730239585,-0.06557631586493073
293,David Perkins,Abilene Christian University,Accounting & Finance department,TX,4.394736842105263,19,4.2177428863514015,-0.17699395575386134
294,David Rayson,Normandale Community College,History department,MN,4.475,20,4.475958625739543,0.0009586257395435283
295,David Tindall,Dalhousie University,Physics department,NS,2.590909090909091,11,2.593784150504814,0.002875059595722984
296,David W. Alsop,CUNY Queens College,Biology department,NY,3.088235294117647,17,3.2117387909398416,0.12350349682219441
298,Dean Karras,Nassau Community College,Physical Ed department,NY,3.65,20,3.769318642716052,0.11931864271605219
299,Deb Coolidge,Rhode Island School of Design,Fine Arts department,RI,2.4,20,2.71491924807904,0.31491924807904015
301,Deborah Farrer,California University of Pennsylvania,Elementary Education department,PA,4.95,20,4.934205216026674,-0.0157947839733259
302,Deborah Miller,Anderson University,English department,IN,3.025,20,3.235276287052624,0.21027628705262424
303,Deborah Pluss,William Paterson University,Communication department,NJ,4.105263157894737,19,4.096672455573331,-0.00859070232140624
304,Debra Clarke,Columbia College,English department,BC,4.428571428571429,14,4.292978364063331,-0.1355930645080976
306,Deidre Condit,Virginia Commonwealth University,Political Science department,VA,3.8,20,3.8099024838408626,0.009902483840862786
307,Deirdre O\' Shea,University of Central Florida,History department,FL,3.825,20,3.820656147692612,-0.004343852307388207
309,Denis Janz,Loyola University New Orleans,Religion department,LA,4.3,20,4.297948628840076,-0.0020513711599239315
310,Denise Kelly,Central Connecticut State University,Mathematics department,CT,2.411764705882353,17,2.5152868686530163,0.1035221627706635
311,Dennis Crockett,Whitman College,Fine Arts department,WA,4.6875,8,4.7082419088409795,0.020741908840979484
312,Dennis Dipert,Volunteer State Community College,Health Science department,TN,3.4375,8,3.47135596469512,0.0338559646951202
313,Dennis Johnston,The College of Saint Rose,Music department,NY,4.0,15,3.8964949031507543,-0.10350509684924569
314,Dennis McAuliffe,Georgetown University,Italian department,DC,1.7333333333333334,15,2.0868049703446077,0.35347163701127426
315,Dennis Razze,DeSales University,Theater department,PA,2.7142857142857144,14,2.8765991156122337,0.16231340132651928
316,Dennis Richardson,Quinnipiac University,Biology department,CT,3.8461538461538463,13,3.8286498346322926,-0.017504011521553675
317,Derek Eberts,Brandon University,Geography department,MB,2.5,20,2.654748297456357,0.154748297456357
318,Derek Paulsen,Eastern Kentucky University,Criminal Justice department,KY,3.208333333333333,12,3.213235795147129,0.004902461813796055
319,Derick Holcomb,Eastern Kentucky University,Health Science department,KY,4.3,20,4.311992529814839,0.011992529814839337
320,Desmond Hamlet,Denison University,English department,OH,2.3684210526315788,19,2.7589844157830785,0.39056336315149975
321,Desmond Harding,Central Michigan University,English department,MI,3.55,20,3.563245967980245,0.013245967980245243
322,Detlef Gromoll,Stony Brook University (SUNY),Mathematics department,NY,2.555555555555556,18,2.737889405700451,0.18233385014489523
324,Diane Reid,Indiana University Southeast,Communication department,IN,4.55,20,4.519938872513254,-0.030061127486745498
326,Dilek Sanver-Wang,College of the Canyons,Biology department,CA,4.95,20,4.9331611343112325,-0.01683886568876769
327,Dinora Cardoso,Pepperdine University,Languages department,CA,3.1785714285714284,14,3.097470218333389,-0.08110121023803929
328,Dion Wiseman,Brandon University,Geography department,MB,3.65,20,3.784582301669885,0.13458230166988505
329,Dmitri Kitsikis,University of Ottawa,History department,ON,2.2333333333333334,15,2.23521388605714,0.0018805527238066055
331,Don Hood,Saint Louis University,Chemistry department,MO,3.138888888888889,18,3.0991467042237995,-0.039742184665089386
332,Dona Fletcher,Sinclair Community College,Sociology department,OH,1.9,20,1.9573168718489629,0.05731687184896295
