clause_id,silver_label
153,instructional_effectiveness
154,workload
155,misc
156,misc
157,fairness
158,workload
159,workload
160,fairness
161,misc
162,workload
163,instructional_effectiveness
164,workload
165,instructional_effectiveness
166,misc
167,instructional_effectiveness
168,instructional_effectiveness
169,instructional_effectiveness
170,workload
171,instructional_effectiveness
172,instructional_effectiveness
173,instructional_effectiveness
174,misc
175,workload
176,fairness
177,fairness
178,workload
179,workload
180,workload
181,workload
182,instructional_effectiveness
183,misc
184,workload
185,misc
186,instructional_effectiveness
187,instructional_effectiveness
188,misc
189,instructional_effectiveness
190,fairness
191,instructional_effectiveness
192,instructional_effectiveness
193,workload
194,misc
195,misc
196,instructional_effectiveness
197,fairness
198,fairness
199,instructional_effectiveness
200,workload
201,fairness
202,misc
203,instructional_effectiveness
204,misc
205,instructional_effectiveness
206,workload
207,misc
208,misc
209,misc
210,instructional_effectiveness
211,misc
212,misc
213,instructional_effectiveness
214,misc
215,instructional_effectiveness
216,misc
217,misc
218,misc
219,instructional_effectiveness
220,workload
221,workload
222,instructional_effectiveness
223,misc
224,workload
225,instructional_effectiveness
226,misc
227,misc
228,instructional_effectiveness
229,misc
230,instructional_effectiveness
231,instructional_effectiveness
232,instructional_effectiveness
233,instructional_effectiveness
234,instructional_effectiveness
235,instructional_effectiveness
236,workload
237,misc
238,misc
239,misc
240,misc
241,instructional_effectiveness
242,workload
243,fairness
244,misc
245,instructional_effectiveness
246,instructional_effectiveness
247,instructional_effectiveness
248,misc
249,instructional_effectiveness
250,misc
251,instructional_effectiveness
252,instructional_effectiveness
253,misc
254,misc
255,misc
256,workload
257,workload
258,fairness
259,workload
260,misc
261,misc
262,misc
263,misc
264,misc
265,instructional_effectiveness
266,instructional_effectiveness
267,workload
268,misc
269,misc
270,instructional_effectiveness
271,misc
272,fairness
273,misc
274,misc
275,misc
276,instructional_effectiveness
277,instructional_effectiveness
278,instructional_effectiveness
279,instructional_effectiveness
280,misc
281,instructional_effectiveness
282,instructional_effectiveness
283,instructional_effectiveness
284,misc
285,fairness
286,misc
287,misc
288,misc
289,misc
290,misc
291,misc
292,misc
293,instructional_effectiveness
294,workload
295,instructional_effectiveness
296,instructional_effectiveness
297,instructional_effectiveness
298,instructional_effectiveness
299,workload
300,workload
301,workload
302,instructional_effectiveness
303,misc
304,workload
305,workload
306,workload
307,workload
308,instructional_effectiveness
309,instructional_effectiveness
310,instructional_effectiveness
311,misc
312,misc
313,misc
314,misc
315,misc
316,instructional_effectiveness
317,misc
318,misc
319,misc
320,misc
321,misc
322,misc
323,instructional_effectiveness
324,instructional_effectiveness
325,workload
326,workload
327,instructional_effectiveness
328,instructional_effectiveness
329,misc
330,misc
331,misc
332,workload
333,workload
334,instructional_effectiveness
335,misc
336,misc
337,fairness
338,misc
339,misc
340,workload
341,instructional_effectiveness
342,workload
343,workload
344,instructional_effectiveness
345,workload
346,workload
347,workload
348,instructional_effectiveness
349,workload
350,instructional_effectiveness
351,misc
352,workload
353,workload
354,workload
355,workload
356,instructional_effectiveness
357,instructional_effectiveness
358,instructional_effectiveness
359,instructional_effectiveness
360,fairness
361,misc
362,instructional_effectiveness
363,instructional_effectiveness
364,instructional_effectiveness
365,workload
366,workload
367,instructional_effectiveness
368,misc
369,instructional_effectiveness
370,workload
371,misc
372,instructional_effectiveness
373,misc
374,instructional_effectiveness
375,workload
376,instructional_effectiveness
377,misc
378,misc
379,instructional_effectiveness
380,fairness
381,misc
382,fairness
383,fairness
384,misc
385,misc
386,instructional_effectiveness
