review_id_1,review_id_2,expert_1,expert_2,expert_3,votes_1,votes_2,votes_3,n_ratings,consensus_label,has_majority,Expert Label:,unsure,delta_1,delta_2,missing_delta,evaluable,abs_delta_1,abs_delta_2,delta_diff,model_pred,model_tie,expert_label,correct
2287,5787,3.0,2,2.0,0,2,1,3,2.0,True,2.0,False,-1.333961768891935,-0.015438608003456,False,True,1.333961768891935,0.015438608003456,1.3185231608884789,2.0,False,2.0,True
2767,7162,3.0,1,1.0,2,0,1,3,1.0,True,1.0,False,-0.074682787716819,-1.0320545782520152,False,True,0.074682787716819,1.0320545782520152,0.9573717905351962,1.0,False,1.0,True
3039,17992,1.0,1,1.0,3,0,0,3,1.0,True,1.0,False,-0.0155773219800101,-0.4810047634556356,False,True,0.0155773219800101,0.4810047634556356,0.4654274414756255,1.0,False,1.0,True
3216,9364,2.0,2,3.0,0,2,1,3,2.0,True,2.0,False,0.0090885325853373,-0.0142462383952475,False,True,0.0090885325853373,0.0142462383952475,0.0051577058099102,1.0,False,2.0,False
3712,13491,1.0,1,1.0,3,0,0,3,1.0,True,1.0,False,-0.0829047010195003,0.7947935755808442,False,True,0.0829047010195003,0.7947935755808442,0.7118888745613439,1.0,False,1.0,True
4454,5376,1.0,1,3.0,2,0,1,3,1.0,True,1.0,False,0.2011059713694987,0.1783813031410872,False,True,0.2011059713694987,0.1783813031410872,0.022724668228411515,2.0,False,1.0,False
5417,3548,2.0,2,3.0,0,2,1,3,2.0,True,2.0,False,1.969235840678152,-0.0300011636206285,False,True,1.969235840678152,0.0300011636206285,1.9392346770575235,2.0,False,2.0,True
5469,12053,1.0,1,1.0,3,0,0,3,1.0,True,1.0,False,-0.0001249269865333,-1.3223480536975036,False,True,0.0001249269865333,1.3223480536975036,1.3222231267109703,1.0,False,1.0,True
6145,9092,1.0,2,2.0,1,2,0,3,2.0,True,2.0,False,-0.0386439113841596,0.1892059635619203,False,True,0.0386439113841596,0.1892059635619203,0.1505620521777607,1.0,False,2.0,False
6470,7242,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,0.2863756068603607,-0.1724012059939008,False,True,0.2863756068603607,0.1724012059939008,0.11397440086645988,2.0,False,2.0,True
6937,3452,1.0,1,2.0,2,1,0,3,1.0,True,1.0,False,0.0172580178435852,-0.0128770749672115,False,True,0.0172580178435852,0.0128770749672115,0.004380942876373698,2.0,False,1.0,False
7107,14626,1.0,1,1.0,3,0,0,3,1.0,True,1.0,False,-0.0097122549341577,2.3763855583040456,False,True,0.0097122549341577,2.3763855583040456,2.366673303369888,1.0,False,1.0,True
7187,14752,2.0,2,3.0,0,2,1,3,2.0,True,2.0,False,-1.1499077661932555,-0.9515181906107126,False,True,1.1499077661932555,0.9515181906107126,0.1983895755825429,2.0,False,2.0,True
7645,4704,,1,3.0,1,0,1,2,,False,,True,2.440185217574955,2.285491641075844,False,True,2.440185217574955,2.285491641075844,0.15469357649911109,2.0,False,,False
7909,3362,1.0,1,2.0,2,1,0,3,1.0,True,1.0,False,-0.0720852232749842,-0.0099117563419781,False,True,0.0720852232749842,0.0099117563419781,0.06217346693300611,2.0,False,1.0,False
8042,4053,1.0,2,2.0,1,2,0,3,2.0,True,2.0,False,0.0291724347034127,0.067945489121695,False,True,0.0291724347034127,0.067945489121695,0.0387730544182823,1.0,False,2.0,False
8224,11341,1.0,1,1.0,3,0,0,3,1.0,True,1.0,False,-0.0144194003254503,-0.5606562911006852,False,True,0.0144194003254503,0.5606562911006852,0.5462368907752349,1.0,False,1.0,True
8247,17757,1.0,1,1.0,3,0,0,3,1.0,True,1.0,False,-0.0270016104813164,-0.0417111062992541,False,True,0.0270016104813164,0.0417111062992541,0.0147094958179377,1.0,False,1.0,True
8290,9077,1.0,1,1.0,3,0,0,3,1.0,True,1.0,False,-0.0139222296021106,2.1483734025892045,False,True,0.0139222296021106,2.1483734025892045,2.134451172987094,1.0,False,1.0,True
8397,6797,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,-1.338050942384196,-0.0158080447057562,False,True,1.338050942384196,0.0158080447057562,1.3222428976784397,2.0,False,2.0,True
9164,14726,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,0.1128423107613709,-0.0379256399784377,False,True,0.1128423107613709,0.0379256399784377,0.0749166707829332,2.0,False,2.0,True
9273,4076,1.0,1,1.0,3,0,0,3,1.0,True,1.0,False,-0.0100184996870176,1.0096174510026423,False,True,0.0100184996870176,1.0096174510026423,0.9995989513156247,1.0,False,1.0,True
9784,18465,1.0,1,1.0,3,0,0,3,1.0,True,1.0,False,-0.0066002634105934,-0.0294718711996191,False,True,0.0066002634105934,0.0294718711996191,0.0228716077890257,1.0,False,1.0,True
10255,4161,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,0.3925863757149153,0.0421435855118805,False,True,0.3925863757149153,0.0421435855118805,0.35044279020303476,2.0,False,2.0,True
10478,16216,1.0,1,1.0,3,0,0,3,1.0,True,1.0,False,0.0240985399354718,-0.0404982223818795,False,True,0.0240985399354718,0.0404982223818795,0.0163996824464077,1.0,False,1.0,True
10774,17837,1.0,1,1.0,3,0,0,3,1.0,True,1.0,False,-0.0598062544360624,2.4319697910636857,False,True,0.0598062544360624,2.4319697910636857,2.3721635366276232,1.0,False,1.0,True
10875,11699,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,2.6019973568556205,0.0201733185601722,False,True,2.6019973568556205,0.0201733185601722,2.5818240382954483,2.0,False,2.0,True
10977,13611,1.0,2,2.0,1,2,0,3,2.0,True,2.0,False,-0.0627295455557037,0.1623409791588264,False,True,0.0627295455557037,0.1623409791588264,0.09961143360312269,1.0,False,2.0,False
11290,16997,1.0,2,2.0,1,2,0,3,2.0,True,2.0,False,-0.7210884123534078,0.0426356958588391,False,True,0.7210884123534078,0.0426356958588391,0.6784527164945687,2.0,False,2.0,True
11446,1258,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,-1.2427930633657644,-0.016050337955773,False,True,1.2427930633657644,0.016050337955773,1.2267427254099914,2.0,False,2.0,True
11515,15280,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,2.2805366092412327,0.0099990103300884,False,True,2.2805366092412327,0.0099990103300884,2.2705375989111443,2.0,False,2.0,True
11826,12548,2.0,2,1.0,1,2,0,3,2.0,True,2.0,False,0.0469364515926025,-0.115228298872807,False,True,0.0469364515926025,0.115228298872807,0.0682918472802045,1.0,False,2.0,False
11915,2786,1.0,1,3.0,2,0,1,3,1.0,True,1.0,False,-0.0032212226108425,0.2380232983651864,False,True,0.0032212226108425,0.2380232983651864,0.2348020757543439,1.0,False,1.0,True
11940,18429,1.0,1,1.0,3,0,0,3,1.0,True,1.0,False,-0.0068955428565207,2.581079516030787,False,True,0.0068955428565207,2.581079516030787,2.574183973174266,1.0,False,1.0,True
12081,4973,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,-1.218810498497286,-0.0385189283455833,False,True,1.218810498497286,0.0385189283455833,1.1802915701517027,2.0,False,2.0,True
12149,2724,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,2.53177377058107,-0.026668868633056,False,True,2.53177377058107,0.026668868633056,2.505104901948014,2.0,False,2.0,True
12458,61,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,2.467435198154379,-0.005830074240948,False,True,2.467435198154379,0.005830074240948,2.461605123913431,2.0,False,2.0,True
12640,6024,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,-0.503031773155183,0.0040867316071349,False,True,0.503031773155183,0.0040867316071349,0.4989450415480481,2.0,False,2.0,True
12688,16463,1.0,1,1.0,3,0,0,3,1.0,True,1.0,False,-0.1166513046504196,-1.1181535822645423,False,True,0.1166513046504196,1.1181535822645423,1.0015022776141227,1.0,False,1.0,True
13508,4794,1.0,1,1.0,3,0,0,3,1.0,True,1.0,False,0.0345785834581446,-0.1122871958538875,False,True,0.0345785834581446,0.1122871958538875,0.0777086123957429,1.0,False,1.0,True
13724,2236,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,-0.007178912853897,0.3215268636349115,False,True,0.007178912853897,0.3215268636349115,0.3143479507810145,1.0,False,2.0,False
14407,16247,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,-0.063910629819996,-0.0899392502978742,False,True,0.063910629819996,0.0899392502978742,0.026028620477878198,1.0,False,2.0,False
14748,10857,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,-0.5906053179793243,0.010680385477106,False,True,0.5906053179793243,0.010680385477106,0.5799249325022182,2.0,False,2.0,True
14764,14619,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,-0.4693183195610952,0.006162570984963,False,True,0.4693183195610952,0.006162570984963,0.46315574857613223,2.0,False,2.0,True
14836,16874,1.0,1,1.0,3,0,0,3,1.0,True,1.0,False,-0.0071160482524232,-1.2489763820079385,False,True,0.0071160482524232,1.2489763820079385,1.2418603337555152,1.0,False,1.0,True
14987,5598,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,-0.920672194510836,0.0118557267946179,False,True,0.920672194510836,0.0118557267946179,0.9088164677162182,2.0,False,2.0,True
15039,19814,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,2.4387724131913,0.09337571881739,False,True,2.4387724131913,0.09337571881739,2.34539669437391,2.0,False,2.0,True
15075,8429,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,-0.3869847162336999,0.2161246450656895,False,True,0.3869847162336999,0.2161246450656895,0.17086007116801039,2.0,False,2.0,True
15191,4012,1.0,1,1.0,3,0,0,3,1.0,True,1.0,False,0.0478435752356887,0.7727607430265659,False,True,0.0478435752356887,0.7727607430265659,0.7249171677908772,1.0,False,1.0,True
15637,10984,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,2.516748966852105,-0.031460699458532,False,True,2.516748966852105,0.031460699458532,2.485288267393573,2.0,False,2.0,True
15696,10965,1.0,1,1.0,3,0,0,3,1.0,True,1.0,False,-0.0290073644448369,2.5487245844655906,False,True,0.0290073644448369,2.5487245844655906,2.5197172200207536,1.0,False,1.0,True
16075,7544,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,1.4578573864212685,0.0093499833236041,False,True,1.4578573864212685,0.0093499833236041,1.4485074030976643,2.0,False,2.0,True
16273,18233,1.0,2,2.0,1,2,0,3,2.0,True,2.0,False,-1.274968614045799,0.0255119199758526,False,True,1.274968614045799,0.0255119199758526,1.2494566940699463,2.0,False,2.0,True
16422,8508,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,1.13970594136197,-0.0030116675490576,False,True,1.13970594136197,0.0030116675490576,1.1366942738129122,2.0,False,2.0,True
16464,10401,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,0.6519556662380723,-0.3253041707712496,False,True,0.6519556662380723,0.3253041707712496,0.3266514954668227,2.0,False,2.0,True
16868,14904,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,-1.2383149937379154,0.0435686473093452,False,True,1.2383149937379154,0.0435686473093452,1.1947463464285701,2.0,False,2.0,True
16875,11664,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,-0.7560479799512678,0.012390423920249,False,True,0.7560479799512678,0.012390423920249,0.7436575560310188,2.0,False,2.0,True
16882,18070,1.0,1,1.0,3,0,0,3,1.0,True,1.0,False,0.0108744094480348,-0.1219135553470982,False,True,0.0108744094480348,0.1219135553470982,0.1110391458990634,1.0,False,1.0,True
17014,9345,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,0.3313568832283828,0.0260301239492322,False,True,0.3313568832283828,0.0260301239492322,0.3053267592791506,2.0,False,2.0,True
17161,15141,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,-0.8109835408440991,0.0478030920327285,False,True,0.8109835408440991,0.0478030920327285,0.7631804488113706,2.0,False,2.0,True
17162,12761,1.0,1,3.0,2,0,1,3,1.0,True,1.0,False,-0.0167387671448429,0.2490855293070075,False,True,0.0167387671448429,0.2490855293070075,0.2323467621621646,1.0,False,1.0,True
17349,7018,1.0,2,2.0,1,2,0,3,2.0,True,2.0,False,0.0694657490005297,-0.1787324311665368,False,True,0.0694657490005297,0.1787324311665368,0.10926668216600711,1.0,False,2.0,False
17782,3190,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,2.501925091832488,0.0159844430855873,False,True,2.501925091832488,0.0159844430855873,2.4859406487469005,2.0,False,2.0,True
18050,18881,2.0,2,2.0,0,3,0,3,2.0,True,2.0,False,1.9588659572420437,0.0097842252955553,False,True,1.9588659572420437,0.0097842252955553,1.9490817319464884,2.0,False,2.0,True
18318,16452,1.0,2,2.0,1,2,0,3,2.0,True,2.0,False,0.4735954607231365,-0.0058411663788016,False,True,0.4735954607231365,0.0058411663788016,0.4677542943443349,2.0,False,2.0,True
18884,16747,1.0,1,3.0,2,0,1,3,1.0,True,1.0,False,-0.1274328916070555,-0.0134620303641144,False,True,0.1274328916070555,0.0134620303641144,0.1139708612429411,2.0,False,1.0,False
