review_id,prof_ID,rating,misc_d,arousal,style,hook_score,review
13291,743,5.0,0.65,0.0033955447803634196,0.33208333333333334,0.3498338097611587,"i took zumba with her... now like 3 times. it is my favorite class ever!!! i haven't taken many other zumba instructors but as far as i know, she is one of the best. super energetic, always fun, puts you in a good mood, and makes you sweat like crazy!!! you get a tough but super fun workout each time. take it! you don't have to know how to move danc"
7359,327,3.0,0.88,0.004063543055540579,0.20500000000000002,0.34181490955322213,"she is horrible, worst spanish teacher ever!! i am a native speaker and she made me hate taking spanish. she has favorites too which is stupid, and because i spoke spanish well she automatically assumed we would be buddies. i don't think so!! just put this weird lady in her place and you will have no problems. just take phil."
375,924,1.0,1.0,0.0,0.165,0.33,he is so intimidating and he makes his students afraid to particiapte in his class. i didn't like him at all and i would advise anyone who gets him to run!!! there are better ones out there!
1933,1145,1.0,0.93,0.00295675358873769,0.18000000000000002,0.32552122008468143,"me very hard working student and i take things very serious. she is 2 cold and her way is right way. her thread discussion is plain useless and waste of time 4 every1. i would not recommend anyone 2 take her. if i ever have her again in my wildest dream, i swear 2 god me going 2 drop out of her class 4 i breath with the same air as she is. i hate her"
5536,1388,5.0,1.0,0.0,0.1625,0.325,"yasmin is sooooo sweet. she actually cares to help and a day i was sick, i asked a classmate to inform her i couldnt make it, and she actually took time out to email me to say she hopes i get better!! you couldn't ask for a nicer woman."
7655,731,1.0,0.68,0.0015350517610702502,0.27,0.30366164570038995,i never ever had a professor like him. he is not a fair marker. he will give marks who will listen his own unuseful story?????????
19403,1326,1.0,0.92,0.00028861395016764,0.17125,0.30248798507313945,worst teacher.... i counted once and he said right 50 times in a half hour..... i have no idea what he is ever saying... right?
18839,335,1.0,0.78,0.00049496416972338,0.21875,0.3017248091678208,this class was terrible!!! she doesn't explain anything. she would be a great politician because every time anyone asks a question about what to do the answer has nothing to do with the question asked. dont take her for any class!! not even underwater basket weaving!!
1502,1032,5.0,0.74,0.01740021588667221,0.225,0.2975339228337893,"i love peter kuhlman! if i could chemically make a baby with him i would! best professor ever. he's so understanding, and is always there to help. i wish he taught all my classes. ps check out the paint!!"
18372,382,1.0,1.0,0.0,0.14708333333333334,0.2941666666666667,shes getting paid for this? better yet... you want me to pay for this?!
18296,880,2.5,1.0,0.0,0.14708333333333334,0.2941666666666667,"hated her at first, i thought she won the teachers lotto and thats why she was allowed to teach, but she is a sweetheart! and will go out of her way to help you... just be patient!!"
10150,718,5.0,0.64,0.0058882065835551,0.2783333333333333,0.28802809510411354,"oh my, i only have good things to say about her class. i was dreading comp ii, but she made is soooo enjoyable... take her!! i have always hated writing and all that kind of stuff, but she made is relatively fun for me! and i got a good grade!"
1847,260,2.5,1.0,0.0,0.14,0.28,"i dunno... dart doesnt cross my mind,, but theres definiantly an absence of something... go to the open houses if u need help... lwll help u with info...."
17014,1207,2.0,1.0,0.0,0.13999999999999999,0.27999999999999997,"i was an exercise science major with the life long dream of attending medical school, and eventually becoming the first md in my family. well, i went by his office several times about what i could do outside of my academia to improve my chances of entry, and to my surprise he told a different answer each visit. reminds of a indescisive woman"
17782,1210,1.0,1.0,0.0,0.13999999999999999,0.27999999999999997,the guy was an a hole not only was he my professor he was my advisr the guy would sidtrak al the time in class and flirt wit grls in the clas he was corny didnt xplain nuting as an advisr evn wors my fresman yr. i went to him not nowin nutin and insted of helpin me pik clases and telin me bout them he jus circled clases and tol me to take them with o xplainin them
7961,137,5.0,0.82,0.00045274747148244,0.1875,0.278789276821142,she was awesome took her online she responed quickly and prompt she gives you a second chance to edit and revise if necessary!!! awesome for an online class!!!
10335,875,4.0,0.82,0.0003673059006666,0.1825,0.2713004170887647,"professor phillips was one of my favorite professors i've had so far! i took her blended biology class, so i only saw her for a lab once a week. the weekly workload was very clearly lined out and i knew what was due and when. she was pretty lenient on due dates if you asked her, and was always willing to help. i would highly recommend!"
12353,1385,5.0,0.94,0.00259736201122386,0.14666666666666667,0.2697005269504474,this man is amazing. sheer wisdom. love at first sight... that's all i have to say. i wish i could take chinese for the rest of my life. oh... and he tells the absolutely best jokes.
11408,476,1.0,0.82,0.00199478187246333,0.17375000000000002,0.2595144079972076,"the worst teacher i have ever had. do not take him!!! he failed me, he has no mercy. good luck if you do, i am going all the way to ambler, so i don't have to take him."
15954,413,5.0,0.7,0.01729310483773026,0.20958333333333334,0.2556179108055477,soooooo funny!!! he just wants to have fun and have a lot of debates with him... oh god! haha.. he is the coolest teacher ever i had!
614,47,4.5,1.0,0.0,0.12708333333333333,0.25416666666666665,love her! you actually get a nice workout... its great emoji love you gel!!
12460,890,1.5,1.0,0.0,0.125,0.25,waste of time and money!! make sure your heart rates are divisible by 6 or you'll get docked points! what a crock!
3654,889,5.0,1.0,0.0,0.125,0.25,doctor neal is so awesome! he seems a little cold at first but after a while you warm up to him! he is so awesome! just sit in the front row and joke around with him! he is very personal.
18367,382,1.0,0.64,0.00232537266275514,0.24250000000000002,0.24951059080333066,"the worst french teacher ever. my wife, who is a native french national laughed everyday.... because i was literally being tought.... nothing! i learned more at home. i paid for this class?.... aviod this one guys. don't let the other posts fool you. its confusing and ridiculous. not easy either."
11697,295,1.0,0.84,0.012090925001392049,0.15375,0.24604433368029205,"horrible!! run away, now! worst professor and class ever. i thought it would be really interesting but i was wrong. i never thought it was possible to make something so boring."
19607,251,1.5,0.72,0.0025326988655444997,0.2,0.24592343127881675,"she falsely accused me of collaborating on my final exam im a good student and would never called me and hung up on me when i told her i spoke with the dean. later she never contacted me, letting me know that i was found innocent. i had to find out when i recieved my grades that i, in fact, had a grade in her class. thank god she is leavin"
6864,83,5.0,0.73,0.0015405831613754398,0.19625,0.24576794793866644,best teacher ever!!!. god he's so cool. easy a every time and such a down to earth old man. i took all my englishes with him and near amazing. very good teacher and it's so easy!! awesome.
14383,153,4.0,1.0,0.0,0.1225,0.245,"i hated him for dictation, but then we got along in theory i would always make comments just to rile him up and now i love him hahah hes just funny and a really smart guy!!"
6712,755,2.5,0.84,0.0062685376014882605,0.15375,0.24156183647474216,"don't take schibig if you don't have to, take mann. this guy only cares about tennessee chesnut trees? how does that relate to a and p, i don't know. all test came from powere point. and he reads that power point word for word! very boring! ugh, and i liked this subject before i met him."
18844,335,1.0,1.0,0.0,0.12000000000000001,0.24000000000000002,she sucked..... really bad.... i didnt get any fing help from her at all...
7387,1045,2.0,0.69,0.024610915385979898,0.19625,0.23907006034278597,"horrible, horrible professor! she hardly every smiles and when she does it's very rare because 90 percent of the time she is yelling at her students like they re children! be prepared to feel like an idiot if you don't have the answer she is looking for! she is by far the rudest lady on the planet! i can honestly say i hate her!"
1848,260,4.0,1.0,0.0,0.11583333333333333,0.23166666666666666,hes pretty good i dont see anything to hate?? although he is a bit busy at times. but tries to help when he can...
308,226,1.0,0.79,0.00065674441182534,0.16458333333333333,0.23159123348277916,i usually don't listen to what people say on this thing... but what they say about him is right! everytime i think about this teacher i get a weird headache and i feel depressed or angry i don't even now. no joke. try your best to switch out.
17620,552,5.0,1.0,0.0,0.11375,0.2275,"if i could marry one slippery rock professor, it would be doctor lynn!!!"
17761,1214,4.5,1.0,0.0,0.11375,0.2275,i am his students in china. he is very very cool!! strongly recommend him!
16868,783,5.0,1.0,0.0,0.11375,0.2275,had mr salvo for au community band and he rocks! he's so funny and really makes the hour and a half go by fast. i encourage everyone to take salvo if possible! he's a hoot!
11976,576,2.0,0.81,0.005112643027880009,0.15333333333333332,0.22728711676732452,"it's been years since i took calc 1 with this professor and i still avoid him on campus never has a professor made me feel so low and stupid, and i don't even think he knew my name. i used to love math front row student now..."
6467,299,1.0,1.0,0.0,0.11333333333333334,0.22666666666666668,"i try not to think about her... i yelled at her a couple of times and she wrote that i have anger managment issues. people that know me know it isn't true, but in her class.."
4729,818,5.0,0.88,0.009057086793195107,0.13125,0.22417395256723127,"best teacher ever! my fav. she's always watching out for me, and always there for me. she's always in my heart and on my mind"
14506,1143,1.0,0.77,0.0008489763289039199,0.165,0.22354547483662787,"i felt so discouraged after this class!! i always thought when things are a myth there is no right or wrong answer, sorry but to him there is only his right!!"
19087,1098,5.0,0.7,0.0011521459835952,0.18708333333333332,0.21980997342549402,"without doctor dukes, i would not be a researcher today. before taking him, i was scared of what he taught... now i do it for a very good living. thank you doctor dukes!!!"
7760,467,5.0,0.61,0.0031093410639699594,0.2275,0.21825484828705563,take this teacher if you can!!! he is awesome awesome awesome!!! i still email him sometimes even though i've been out of his class for a long time. he's a great teacher and a great person.
13255,910,5.0,0.79,0.002048920070925,0.15375,0.21735514767757674,"i would take his class a hundred times!!! the most hilarious man i have ever known. if it came down to hanging out with friends or going to critelli's class, i would not hesitate to cancel plans with friends."
1408,306,3.5,0.64,0.041764445319737796,0.19125000000000003,0.21722339600370577,"well, she's and interesting woman for sure! i took this class at the pinnacle of my first relationship. i came to love women and myself as a woman. i know i became more powerful inside myself, and i learned to love others more fully. my one qualm, the class is a little doomsday end of the world ish. i say take it, but keep in mind, humanity is okay"
17837,968,1.5,1.0,0.0,0.10666666666666667,0.21333333333333335,i dont understand him nor do i understand his accent... did not enjoy the winter and missed hall like crazy...
11563,1178,5.0,0.61,0.0035950413747906896,0.21625,0.20776668048927943,"this man cracks me up! i absolutely love going to his class everyday! he is an awesome teacher! i think everyone needs to take a lit class with him! yah, go discussion board!"
10885,329,3.5,1.0,0.0,0.10250000000000001,0.20500000000000002,loved him! he totally reminded me of the father off of my big fat greek wedding! he was a little random at some points but you just had to pay really close attention.
5502,65,4.5,1.0,0.0,0.10250000000000001,0.20500000000000002,i am in doctor a's collegiate chorale. it really does prepare its ' singers for sophomore year and beyond hopefully for st. olaf choir! i love doctor a's warmups and his choice of repertoire for fall semester. what a wonderful director!
8758,619,5.0,0.74,0.00053268483569886,0.16000000000000003,0.20404215461196062,i had no interest in history until i had him. i hear he is teaching at stockton which is where i go now i will go out of my way to take him again even if i dont get credit for it. i dont know who ccc thinks they are for not hiring him as a professor.
12758,182,5.0,0.8,0.016732619257475757,0.13375,0.20338030658641015,i love carol! she made me laugh. she tells you exactly what she wants from yuo in papers and that's really all she wants! she's very straight forward about grading!
18070,398,5.0,0.69,0.02837535150829248,0.1625,0.2025395727910033,"i love her! my boyfriend is in the navy, and when i asked for a week off she told me this class is all about relationships, enjoy your week with your boyfriend. my favorite teacher by far! she is amazingly kind hearted, sweet and caring. not to mention interesting, hands on projects, clear instruction and manageble work load."
3978,314,1.0,1.0,0.0,0.1,0.2,"let me just say, i took his class last semester, not only was it one of the worst experiences of my life, but even now, one semester later, i still run and hide when i see him on campus. please don't waste your time or your sanity."
15949,413,2.0,1.0,0.0,0.1,0.2,likes controversy... nothing gets done though... great personality but... nothing gets done
12499,286,5.0,0.82,0.0007341078063267599,0.13333333333333333,0.19855619392531274,"his books were definetly not mediocre story of a million years is breathtaking and the wolf girl is really bizzare and fascinating, and plenty of literary critics agreed. i didn't love uvm and transferred out, but just talking to him made school more palatable for me while i was there. i'd take another class with him if i was still there..."
17895,1000,5.0,1.0,0.0,0.09791666666666667,0.19583333333333333,wonderful! very practical.... she gives it to you like it is....
4736,818,2.0,0.74,0.01452881553005895,0.14500000000000002,0.19385453840388242,i can't believe she's the head of the baking department! she is so far behind everyone else! no imagination! no energy! does not challenge her students. shows favorites. take another instructor.
19124,128,1.5,0.85,0.00091733176645221,0.1225,0.19271589070837028,i made the mistake of ignoring rmp. com prior to taking this teacher. i should have dropped this professor like everyone said. this is potentially one of my least favorite profesors at fit. drop now if you have her!!
1846,260,1.0,0.68,0.0008275639052767198,0.17125,0.19251831018277368,only had one class with him... he basically mentioned that you couldn't use clay.... he didn't feel like it was sculpture... too bad for you... too bad for uvic.. you lost a sculpture student... but i will continue with my clay.. phew on you!
10553,1030,5.0,1.0,0.0,0.09583333333333333,0.19166666666666665,good easy going guy... realy boreing tho you will fall asleep!! a
3884,1310,1.0,0.63,0.00064857431350119,0.19125000000000003,0.1915922942934477,"i tried going to her office for help. she asked me questions, then i tried to answer them but got them wrong. she then said i needed to get help. um, that's what i was there for. she has a difficult language barrier. no matter how much i did, i could not pass. who grades homework anymore? that did nothing but have my grade go lower and lower."
8892,987,5.0,0.69,0.0032370891364265995,0.165,0.19099718580746994,she was such a sweet instructor! i loved her classes! she was always so happy to see you in class! she brought out better writing skills from me. pam was a good natured woman with a heart of gold!
7449,175,5.0,0.61,0.00140710719556326,0.19833333333333333,0.18965238936095963,"she is the nicest woman ever, low homework... she is very understanding.. i got a kidney infection in the middle of semester and was out for 2 weeks.. i tried to come back and she said you dont look so well go home and rest nicest woman ever! no tests, midterms, and finals! sooo nice! just engage in dicsussion you will make her day!"
13257,910,4.5,0.62,0.01838727120077919,0.185,0.18960619475925555,i took his class becasue of the comments on this website. i couln't be more glad. love his sense of humor. very considerate of the working adults. didn't get to talk to him personally but i could tell he's a great person who cares. class challenging but great! would take him again in a heartbeat!!!
2208,859,1.0,0.82,0.004958336462312105,0.125,0.1893171663292949,awful teacher!!! never take a class with her. a complete ditz!
9646,1226,5.0,1.0,0.0,0.09375,0.1875,extremely nice and gentle always smiles really good at teaching classical guitar! you will love it!!
18251,546,5.0,1.0,0.0,0.09375,0.1875,"jason is the best!!! seriously, value every second you have with him. hes wonderful."
19048,1223,3.5,1.0,0.0,0.09375,0.1875,he has a thought to offer.. you just have to listen closely he talks fast!!!
4033,702,5.0,1.0,0.0,0.09375,0.1875,so attractive so smart and sooooo brittish what more could ya ask for!!!
5010,625,1.5,1.0,0.0,0.09375,0.1875,"eaaaasssyyyyyyy!!! but talks very fast, gets kind of mad when you ask questions cause you are confused. anyways would recommend if you need credit units. easy a."
16884,541,2.0,1.0,0.0,0.09375,0.1875,she's hard! dont take her unless your really good in biology! she is a very nice lady though!
5876,1139,5.0,1.0,0.0,0.09375,0.1875,he is gneiss as schist. we love you mr coleman!! you know who this is from!
19116,475,4.5,0.93,0.0034744428784295655,0.10250000000000001,0.18697228893322995,"i like her! she does talk very, very fast lol. but she is entertaining and doesn't out me to sleep! very smart, smart woman. funny too, some of the stuff she says is so off the wall and out of nowhere when she does to make a point but it's like lol, that was funny."
4036,702,3.0,1.0,0.0,0.09333333333333332,0.18666666666666665,"hi, i'm katherine jones... let me push my book in your face. it's fantastic."
5716,1116,5.0,0.86,0.00496000796237487,0.11375,0.1853941069200544,best professor. he is an incredible individual and my favorite at depaul! take him!!
15070,965,5.0,0.69,0.016262978924224018,0.15333333333333332,0.18508940190751885,"ok, not the most amazing conducting ive seen, but i was spoiled at my previous college. i dont think she spends enough time with concert and i think she does play faves sometimes... but who doesnt. i like her, and am interested to see how my years at cmu play out"
12456,890,5.0,0.69,0.00918963573798345,0.15625,0.18437868152254439,ha! ha! the class is easy! he doesn't even talk to you every day. it doesn't matter who you take. but your heart rate does go by 6's! show up and fill your log sheet!
7748,467,4.5,1.0,0.0,0.09125,0.1825,i loved doctor blythe! after taking 211 with him i just had to take 212 because i loved him so much. very nice guy.
18670,168,5.0,1.0,0.0,0.09125,0.1825,i had him several years ago but what he says still haunts me to this day as i pursue a career in film how bad to you want it?
7698,844,5.0,0.83,0.0016966471873417798,0.11583333333333333,0.1764614005661037,"my favorite professor at denison! there's no one better than mark. that man knows what he's talking about... and as a young alum, he's got some crazy denison stories!"
7699,844,5.0,0.83,0.0016966471873417798,0.11583333333333333,0.1764614005661037,"my favorite professor at denison! there's no one better than mark. that man knows what he's talking about... and as a young alum, he's got some crazy denison stories!"
13474,1075,5.0,0.84,0.00096075484482213,0.11375,0.17588570200372863,"ask for what you need and you shall receive. need clarification? want to know what the point is? want diagrams of how all of kant's philosophy fits together? you got it. yes, reg is famous for his tangents. but they'll be interesting, funny, and thought provoking. i highly recommend going to office hours, even if you just need someone to talk to."
7149,1339,5.0,0.9,0.00026292082475810685,0.10250000000000001,0.1752565542259617,love this teacher. he is so awesome and very very very helpful. i know he's reading this right now. i know you are because this is his cp's homepage!! hahahaha..
12661,390,1.0,0.62,0.04635998812054458,0.15625,0.1751913150719951,absolutely aweful!!! uncooperative and unwilling to help students! set in her ways and overdue for retirement!
17388,1372,4.0,0.7,0.00343478921822934,0.14708333333333334,0.1742938693840656,"very interesting, can you hear me in the back? ok! and thank you again for turning off your cell phones! today we will be talking about... he goes pretty quickly but is easy to follow. course is tough for first year and it's to bad he isn't teaching it anymore."
16176,767,3.0,0.65,0.00878661540284109,0.16000000000000003,0.17229955844194675,"i did not care for her and i feel that she did not care for me or my ideas. some people like her, but i bet she liked them as well. i never did anything to her to deserve a c in her esy class. i turned in everything and i was nearly always there for class. just don't wast your time."
5553,180,5.0,0.71,0.017722638631716418,0.13375,0.1706363356986094,"awesomely easy to understand, she's good at making you understand. she says things to grab your attention. she's funny, and easy to work with! i would recommend her to anyone!! she my favorite so far.."
15803,431,4.5,0.8,0.0283939578830394,0.10458333333333333,0.16998454568654342,"no joke, i developed a crush on him because he was so passionate about his work, his students and the environment. awesome guy! wow. i actually miss attending his lectures..."
12014,69,5.0,1.0,0.0,0.08458333333333333,0.16916666666666666,"never forget to pay attention to the a ness of the piece and when in doubt squish. eww, no... don't do that, did i say that?"
16281,474,5.0,1.0,0.0,0.08458333333333333,0.16916666666666666,"i had her for aerobic walking... she's awesome, she would let us play basketball, tennis, anything if the weather was nice. besides how hard can aerobic walking be?"
18613,1243,5.0,0.66,0.0009420831079718099,0.15625,0.16806342437268515,"larkin is soo nice! if you're a beginner, you will know how to swim, dive, and tread water by the time she's done with you emoji attendance is mandatory!!! but it's worth it, classes are fun, the water's cold, and you make great friends!"
14662,1112,5.0,0.81,0.0013385191896618301,0.11333333333333334,0.1662157804892635,"awesome person. really nice guy. however, i agree with the boredom factor. he is soooo sweet, but i've never meet someone more monotonous in my life it's torturous... but, like the others, i do recommend him."
5396,1187,2.5,0.75,0.0011356031600113499,0.12708333333333333,0.16582368848529938,this class was so boring!!! he has very distracting mannerisms... he will say ya know 25 times every 5 min.
3697,63,5.0,1.0,0.0,0.0825,0.165,anthony is one mean shut your mouth!. i'm talkin ' about anthony and we can dig it!
15637,1041,3.0,1.0,0.0,0.0825,0.165,the most unhappiest women i have ever seen! she does not know to smile!
4070,1390,5.0,1.0,0.0,0.0825,0.165,"she rocks my world!! she's very friendly, intelligent, and really cares about you."
19867,1239,5.0,1.0,0.0,0.0825,0.165,"she is the best, super supportive and sweet and will do anything to help you! i highly recommend her!"
1852,260,1.0,1.0,0.0,0.0825,0.165,"what a dart, can you say pompous idiot? his way or the highway and frankly his way blows! sorry to all the members of daniels fanclub but you went to art school to be creative not to become little dart i mean daniels"
16877,783,5.0,1.0,0.0,0.0825,0.165,i love salvo! he's so nice! and a good director.
17209,800,1.5,1.0,0.0,0.0825,0.165,has her favorites and is a tuff grader if you stand up to her or ask questions that she does not like and ay to stuck on napoleon i mean hello there is more to history!!
15066,965,5.0,0.7,0.00095882256771234,0.13999999999999999,0.16454691116113934,"i am a recent graduate, and nina was my saving grace at cmu. she provided creative outlets through choir, and challenged me to be the great musician that i became over my years as a vocal student. i had several voice teachers, but nina was the one that taught me the most about music and responsibility. do yourself a favor and join her choirs."
307,226,1.0,0.7,0.0008068220559971999,0.13999999999999999,0.16445789023462398,"because of this professor i am suffering from depression emoji ' please switch as soon as possible.. in the begining of the semester, i came on this site to check his ratings.. i though, hey maybe he is not bad.. i will give him a chance.. god, only if i had dropped the class in the begining, i wouldn't have an f on my transcript emoji '"
12178,992,1.0,0.72,0.0024685202031130803,0.13333333333333333,0.16442552075748182,"i have an idea, shake up a magic eight ball because it will give you more accurtate responses to your questions than she will. and i agree with the rest... the anti christ was more polite than her. did i mention she lied to every question. i would of chosen a different nearby nursing program if i knew this one was so messed up"
5919,162,1.0,0.61,0.023945537627088537,0.16000000000000003,0.16386433195067202,"this woman is extremely rude and hateful. the first day i ever attended school at vol state, i was lost and sent to her to ask her where i should go for my art class. i knocked on her door, and she proceeded to rip the door open and tell me off in front of her class for interupting her lecture. i was mortified. she ruined my first day of college."
16971,201,3.5,0.64,0.00752846549905404,0.15625,0.16385457433551567,"avoid this man at all costs!! his tests are essays which he grades according to his opinions and what he thinks is important. no extra credit, and no make ups. cell phones are the devil to him and don't be late!! he will freak out on you!"
12020,1146,5.0,0.75,0.0007708587505914899,0.125,0.16288045065513856,doctor mirabella is the best! she is a totally awesome person and really sweet! not to mention funny! she is a really excellent teacher!
16072,601,3.0,0.85,0.00036317775492969,0.10250000000000001,0.16093517051221387,i definitely agree about her voice! it was like nails on chalkboard to me. she's a nice lady but you can tell she lives and breathes astronomy so much that her social skills took a back seat! she would ramble on and on about the easiest topic leaving us to figure out the harder stuff ourselves. she nit picks to the smallest detail on the homework.
283,621,5.0,1.0,0.0,0.08000000000000002,0.16000000000000003,"his enthusiasm was contagious, and i even appreciated his quirks. i still display those brass and copper mobiles in my living room. judging from the other ratings, i was very lucky to get on his good side."
8626,1250,1.0,1.0,0.0,0.08000000000000002,0.16000000000000003,"i heard she was gone, i hope so. she is not to be trusted. she'll be nice until you screw up and then you'll wish you never knew her. i have not been the same since she screwed with my life."
13731,13,1.0,1.0,0.0,0.08000000000000002,0.16000000000000003,"gives you a zero on your project if you are missing a newline or have entered an extra newline, even if the project is 99 percent functional. is unwilling to help you, even if you meet him in person. i met him in person and asked what i could do differently, so he asked me what i could do differently. wtf."
14317,315,2.0,1.0,0.0,0.08000000000000002,0.16000000000000003,"sometimes, i would love to get inside the little man's brain to see what goes on, but then i realize that a. it would drive me insane or b. i would get lost and wouldn't be able to get back out again and c. it really isn't that worth it."
12581,1206,2.0,0.71,0.020209265724048603,0.1225,0.15866320258997219,"i did not like him at all! i rather have a hard shenbagh,,, than an easy poemro.. i did not learn anything in class!"
19031,1223,4.5,0.64,0.00209038963825446,0.15375,0.1585102794947863,my mytsagogue! kemenyffy initiated me into the real world! best teacher of my life!
16973,201,2.0,0.77,0.0053543406164853905,0.11375,0.15733321806966874,"i agree he is a very angry man! dont have your cellphones on during his class he freaks out dont look at anything else in his class eiter, take notes on what he is saying or just look around! he will freak out about that as well. there is a lot of reading material, but he doesnt like to give tests!"
12395,812,2.0,0.83,0.007797448232601089,0.1,0.1571293625532194,i love speaking in front of people and crowds but once i got into her class she really tried to discourage me from being who i am. i dont like the way she talks to people. she is very sarcastic and cocky. she likes to talk about herself alot and what she has done. she doesnt care about other people's feelings or what she says to people. very bias
6180,1337,5.0,0.61,0.00406701316231431,0.1625,0.1567758275070547,ms mitchell is awesome! she is so nice and willing to help if needed. she makes her classes interesting and fun. i have taken 3 of her classes and i wish i could take more! the only time i have ever looked forward to going to school is when i was in her class.
15828,189,4.5,0.71,0.011454746303807401,0.125,0.15641703643972332,cathy rocks! she cares about her students and whats he's teaching about. she even gives us her cell number in case we need her! how cool is that! she's deffinitly the best at stu!
11780,1058,5.0,0.87,0.00035484049622973,0.09583333333333333,0.15582199237787567,great class!! radhika is fantastic. she has great energy and is brilliant... but not condescending
4465,1123,2.5,0.84,0.01473289742703438,0.09375,0.15569359015889703,"ware is rude!! does not follow his schedule, very opininated, if your opinion isn't the same as his, you are wrong and he will make you feel really stupid. likes to brag a lot about anything and everything. tests are hard! lots of busy work"
5666,846,4.5,0.84,0.00092981239150938,0.1,0.15469038054243778,"he's very.... colorful... rainbow colorful. he's got 6 rings on at all times, three on his left and three on his right. an earing. and he runs around like a chicken with its head cut off... but god is it a great class."
14753,453,5.0,0.7,0.00074290770192924,0.13125,0.1541713726999623,my experience with doctor greg detweiler made me choose a different career path. originally i pursued music as a hobby. i graduated from msu with a degree in political science. through his support and guidance i now coach voiceover and have a successful career in the arts. it started with concert choir and ended with practice!
15071,965,4.5,0.78,0.01864805626467984,0.10250000000000001,0.15406607978959766,nina is the coolest person ever! i loved taking her class and i loved the music we got to sing. it was great!
14518,1143,5.0,0.88,0.0036442323824719502,0.09125,0.1536645160453887,"i had him in 1990, then transferred to ut austin. i had great profs at ut austin, but weber is still my all time favorite and most memorable. he is truly inspiring!"
7236,1126,5.0,0.69,0.01601573676192198,0.1225,0.14960300878327693,"i loved her. im defintley taking her again. shes incredibly sweet, and has really good advice, and will help you with anything you need. coming into csm from another school was hard so i felt so relieved when she helped answer many of my questions. fair amount of essays, but topics are fun and relatable! research but she walks you through it!"
9195,88,1.0,0.82,0.0006340500276933777,0.1,0.14897912477565767,horrible class and person..... enough said.... wait one more thing.... wiffed out
10595,212,4.0,0.93,0.00010948760353450193,0.0825,0.14808001592707337,"i would take him again. is that not enough? he has office hours, and is there, and will talk with you about concerns, projects, et c. is that not enough? he knows what he is talking about. there. take the class."
1512,320,3.5,0.71,0.0016901887008463198,0.1225,0.1475840419072193,"i took him for an fys and i thought he was really funny! his laugh is hysterical! i'm not an english major, so he might be difficult. he wasn't that hard for the fys."
19653,1332,1.0,0.7,0.0018448825019476498,0.125,0.14749598225358543,only got the job because he's married to sra. budd and it shows!!! doesn't care about the success of his students. total nightmare just like his wife!
14414,532,1.0,0.61,0.00199553850314154,0.15333333333333332,0.1470544621614198,i had the worse experience with this professor out of all of my communication professors. he doesn't explain his material and is very unclear on every subject... i wish i had known about this site before i took him because he is the worse. and to add insult to injury he has the nerve to make us writ in apa style and he doesn't even know what it is. i
1001,259,5.0,0.91,0.009135616664311858,0.08000000000000002,0.14682403653364387,"i thought he was weird at first, but i grew to love his weirdness. i love his sarcasm. i only pay attention to catch the few sarcastic jokes he throws out. good guy. teaches clearly. he also makes funny faces without noticing. he's super interesting haha"
18429,277,1.5,1.0,0.0,0.07333333333333333,0.14666666666666667,i had him for an internship advisor.... he made me not want to do anything in psychology. he shoots down your dreams
6133,983,2.0,1.0,0.0,0.07333333333333333,0.14666666666666667,she liked to single minorities out and ask them things about their culture. i would have felt uncomfortable it were me...
